Area,Year,Item,Area Harvested,Production,Yield
Bangladesh,2008,Chick peas,9349,7168,7667
Bangladesh,2008,"Chillies and peppers, dry",94406,117765,12474
Bangladesh,2008,Coconuts,42000,334047,79535
Bangladesh,2008,Cucumbers and gherkins,7259,36740,50613
Bangladesh,2008,Fibre crops nes,1911,459,2402
Bangladesh,2008,"Fruit, fresh nes",96250,442714,45996
Bangladesh,2008,"Fruit, tropical fresh nes",92320,974760,105585
Bangladesh,2008,Garlic,33607,144817,43091
Bangladesh,2008,Ginger,9416,77046,81825
Bangladesh,2008,Grapefruit (inc. pomelos),4810,50668,105339
Bangladesh,2008,"Groundnuts, with shell",31084,44268,14241
Bangladesh,2008,Jute,420473,848715,20185
Bangladesh,2008,Lemons and limes,16880,52801,31280
Bangladesh,2008,Lentils,72581,71535,9856
Bangladesh,2008,Lettuce and chicory,7374,33906,45980
Bangladesh,2008,Linseed,8823,7810,8852
Bangladesh,2008,Maize,223770,1346470,60172
Bangladesh,2008,"Mangoes, mangosteens, guavas",124000,802750,64738
Bangladesh,2008,"Melons, other (inc.cantaloupes)",12539,204593,163165
Bangladesh,2008,Millet,39116,13350,3413
Bangladesh,2008,Oilseeds nes,950,748,7874
Bangladesh,2008,"Onions, dry",125171,889260,71044
Bangladesh,2008,Oranges,369,1558,42222
Bangladesh,2008,"Peas, dry",12673,10656,8408
Bangladesh,2008,Pigeon peas,1213,1140,9398
Bangladesh,2008,Pineapples,15938,210283,131938
Bangladesh,2008,Potatoes,402000,6648000,165373
Bangladesh,2008,Pulses nes,81787,71851,8785
Bangladesh,2008,"Rice, paddy",11279150,46742000,41441
Bangladesh,2008,Sesame seed,32932,28461,8642
Bangladesh,2008,Sorghum,206,443,21505
Bangladesh,2008,Spices nes,33386,139066,41654
Bangladesh,2008,Spinach,7793,44030,56499
Bangladesh,2008,Sugar cane,129473,4983656,384919
Bangladesh,2008,Sugar crops nes,17730,302066,170370
Bangladesh,2008,Sweet potatoes,31578,307221,97290
Bangladesh,2008,"Tangerines, mandarins, clementines, satsumas",3690,15819,42870
Bangladesh,2008,Tea,58005,59000,10172
Bangladesh,2008,Tobacco,29289,40248,13742
Bangladesh,2008,Tomatoes,19642,143058,72833
Bangladesh,2008,"Vegetables, fresh nes",179000,1210000,67598
Bangladesh,2008,Wheat,388000,21753,844000
Bangladesh,2008,Roots and Tubers,433578,6955221,160415
Bangladesh,2008,Vegetables Primary,464492,3267946,70355
Bangladesh,2009,Areca nuts,176350,105448,5979
Bangladesh,2009,Bananas,53585,836183,156048
Bangladesh,2009,Barley,549,472,8597
Bangladesh,2009,"Bastfibres, others",2547,2804,11009
Bangladesh,2009,"Beans, dry",55340,48533,8770
Bangladesh,2009,"Beans, green",16273,88386,54315
Bangladesh,2009,Berries nes,3260,23509,72113
Bangladesh,2009,Cabbages and other brassicas,16507,205627,124570
Bangladesh,2009,Castor oil seed,300,200,6667
Bangladesh,2009,Cauliflowers and broccoli,16160,160612,99389
Bangladesh,2009,Chick peas,8177,6551,8011
Bangladesh,2009,"Chillies and peppers, dry",89268,109337,12248
Bangladesh,2009,Coconuts,43000,316405,73583
Bangladesh,2009,Cucumbers and gherkins,7240,43902,60638
Bangladesh,2009,Fibre crops nes,1899,453,2385
Bangladesh,2009,"Fruit, fresh nes",85560,492131,57519
Bangladesh,2009,"Fruit, tropical fresh nes",101840,1005164,98700
Bangladesh,2009,Garlic,34319,154831,45115
Bangladesh,2009,Ginger,9017,72608,80523
Bangladesh,2009,Grapefruit (inc. pomelos),6780,55951,82524
Bangladesh,2009,"Groundnuts, with shell",32540,47160,14493
Bangladesh,2009,Jute,416000,923500,22200
Bangladesh,2009,Lemons and limes,18480,52801,28572
Bangladesh,2009,Lentils,70952,60537,8532
Bangladesh,2009,Lettuce and chicory,7564,33159,43838
Bangladesh,2009,Linseed,11176,7050,6308
Bangladesh,2009,Maize,128386,729629,56831
Bangladesh,2009,"Mangoes, mangosteens, guavas",124000,828161,66787
Bangladesh,2009,"Melons, other (inc.cantaloupes)",12646,200238,158341
Bangladesh,2009,Millet,32609,12440,3815
Bangladesh,2009,Oilseeds nes,420,364,8667
Bangladesh,2009,"Onions, dry",107748,735140,68228
Bangladesh,2009,Oranges,369,2063,55908
Bangladesh,2009,"Peas, dry",13779,12406,9004
Bangladesh,2009,Pigeon peas,908,841,9262
Bangladesh,2009,Pineapples,15778,229068,145182
Bangladesh,2009,Potatoes,395000,5268000,133367
Bangladesh,2009,Pulses nes,86087,76009,8829
Bangladesh,2009,"Rice, paddy",11353532,48144000,42404
Bangladesh,2009,Sesame seed,35551,32306,9087
Bangladesh,2009,Sorghum,200,266,13300
Bangladesh,2009,Spices nes,34965,140113,40072
Bangladesh,2009,Spinach,8016,42898,53515
Bangladesh,2009,Sugar cane,126261,5232649,414431
Bangladesh,2009,Sugar crops nes,17045,312566,183377
Bangladesh,2009,Sweet potatoes,31697,305025,96232
Bangladesh,2009,"Tangerines, mandarins, clementines, satsumas",4030,15935,39541
Bangladesh,2009,Tea,59000,59500,10085
Bangladesh,2009,Tobacco,29869,40265,13481
Bangladesh,2009,Tomatoes,20424,150720,73796
Bangladesh,2009,"Vegetables, fresh nes",181000,1265000,69890
Bangladesh,2009,Wheat,394612,21516,849046
Bangladesh,2009,Roots and Tubers,426697,5573025,130608
Bangladesh,2009,Vegetables Primary,453539,3220524,71009
Bangladesh,2010,Areca nuts,178630,91681,5132
Bangladesh,2010,Bananas,53946,818254,151680
Bangladesh,2010,Barley,619,528,8530
Bangladesh,2010,"Bastfibres, others",2476,2556,10323
Bangladesh,2010,"Beans, dry",59186,84470,14272
Bangladesh,2010,"Beans, green",16589,88581,53397
Bangladesh,2010,Berries nes,3130,21407,68393
Bangladesh,2010,Cabbages and other brassicas,16666,219958,131980
Bangladesh,2010,Castor oil seed,314,216,6879
Bangladesh,2010,Cauliflowers and broccoli,16677,160040,95965
Bangladesh,2010,Chick peas,7224,5744,7951
Bangladesh,2010,"Chillies and peppers, dry",87026,109350,12565
Bangladesh,2010,Coconuts,43000,402000,93488
Bangladesh,2010,Cucumbers and gherkins,7663,55152,71972
Bangladesh,2010,Fibre crops nes,1888,448,2373
Bangladesh,2010,"Fruit, fresh nes",85258,574589,67394
Bangladesh,2010,"Fruit, tropical fresh nes",106471,961821,90336
Bangladesh,2010,Garlic,37055,164392,44364
Bangladesh,2010,Ginger,9066,74841,82551
Bangladesh,2010,Grapefruit (inc. pomelos),7130,58468,82003
Bangladesh,2010,"Groundnuts, with shell",33591,53467,15917
Bangladesh,2010,Jute,416346,923464,22180
Bangladesh,2010,Lemons and limes,21367,53987,25267
Bangladesh,2010,Lentils,77287,71100,9199
Bangladesh,2010,Lettuce and chicory,7814,35190,45035
Bangladesh,2010,Linseed,10542,6870,6517
Bangladesh,2010,Maize,152009,887391,58378
Bangladesh,2010,"Mangoes, mangosteens, guavas",129000,842312,65296
Bangladesh,2010,"Melons, other (inc.cantaloupes)",13238,216497,163542
Bangladesh,2010,Millet,35871,11990,3343
Bangladesh,2010,Oilseeds nes,394,403,10228
Bangladesh,2010,"Onions, dry",117560,872081,74182
Bangladesh,2010,Oranges,326,2666,81779
Bangladesh,2010,"Peas, dry",13335,12747,9559
Bangladesh,2010,Pigeon peas,811,772,9519
Bangladesh,2010,Pineapples,16018,234493,146393
Bangladesh,2010,Potatoes,435000,7930000,182299
Bangladesh,2010,Pulses nes,85919,81705,9510
Bangladesh,2010,"Rice, paddy",11529000,50061200,43422
Bangladesh,2010,Sesame seed,36000,32000,8889
Bangladesh,2010,Sorghum,196,251,12806
Bangladesh,2010,Spices nes,34833,128517,36895
Bangladesh,2010,Spinach,8181,45251,55312
Bangladesh,2010,Sugar cane,117500,4490812,382197
Bangladesh,2010,Sugar crops nes,12000,314976,262480
Bangladesh,2010,Sweet potatoes,31071,306633,98688
Bangladesh,2010,"Tangerines, mandarins, clementines, satsumas",3260,20562,63074
Bangladesh,2010,Tea,52236,60000,11486
Bangladesh,2010,Tobacco,38270,55288,14447
Bangladesh,2010,Tomatoes,23817,190213,79864
Bangladesh,2010,"Vegetables, fresh nes",184000,1290000,70109
Bangladesh,2010,Wheat,376256,23959,901490
Bangladesh,2010,Roots and Tubers,466071,8236633,176725
Bangladesh,2010,Vegetables Primary,475186,3472597,73079
Bangladesh,2011,Areca nuts,182389,105953,5809
Bangladesh,2011,Bananas,52847,800840,151539
Bangladesh,2011,Barley,547,484,8848
Bangladesh,2011,"Bastfibres, others",2402,2327,9688
Bangladesh,2011,"Beans, dry",68000,50000,7353
Bangladesh,2011,"Beans, green",17304,94756,54760
Bangladesh,2011,Berries nes,2580,14447,55996
Bangladesh,2011,Cabbages and other brassicas,15789,206891,131035
Bangladesh,2011,Castor oil seed,383,268,6997
Bangladesh,2011,Cauliflowers and broccoli,16552,168238,101642
Bangladesh,2011,Chick peas,8229,6605,8026
Bangladesh,2011,"Chillies and peppers, dry",104967,176134,16780
Bangladesh,2011,Coconuts,43000,326000,75814
Bangladesh,2011,Cucumbers and gherkins,7701,48448,62911
Bangladesh,2011,Fibre crops nes,1880,443,2356
Bangladesh,2011,"Fruit, fresh nes",76352,538172,70486
Bangladesh,2011,"Fruit, tropical fresh nes",97000,929000,95773
Bangladesh,2011,Garlic,41997,209153,49802
Bangladesh,2011,Ginger,9116,74380,81593
Bangladesh,2011,Grapefruit (inc. pomelos),7460,59198,79354
Bangladesh,2011,"Groundnuts, with shell",31755,53664,16899
Bangladesh,2011,Jute,708723,1523315,21494
Bangladesh,2011,Lemons and limes,21500,54613,25401
Bangladesh,2011,Lentils,82969,80442,9695
Bangladesh,2011,Lettuce and chicory,7663,35078,45776
Bangladesh,2011,Linseed,10251,6705,6541
Bangladesh,2011,Maize,165542,1018287,61512
Bangladesh,2011,"Mangoes, mangosteens, guavas",111100,889176,80034
Bangladesh,2011,"Melons, other (inc.cantaloupes)",12079,204514,169314
Bangladesh,2011,Millet,22719,10288,4528
Bangladesh,2011,Oilseeds nes,405,414,10222
Bangladesh,2011,"Onions, dry",127940,1051523,82189
Bangladesh,2011,Oranges,345,2998,86899
Bangladesh,2011,"Peas, dry",13264,12622,9516
Bangladesh,2011,Pigeon peas,732,676,9235
Bangladesh,2011,Pineapples,14988,218582,145838
Bangladesh,2011,Potatoes,460197,8326389,180931
Bangladesh,2011,Pulses nes,89238,83336,9339
Bangladesh,2011,"Rice, paddy",11528000,50627000,43917
Bangladesh,2011,Sesame seed,37000,33000,8919
Bangladesh,2011,Sorghum,150,220,14667
Bangladesh,2011,Spices nes,37607,139775,37167
Bangladesh,2011,Spinach,8077,43190,53473
Bangladesh,2011,Sugar cane,116175,4671348,402096
Bangladesh,2011,Sugar crops nes,13966,322135,230657
Bangladesh,2011,Sweet potatoes,30373,297539,97962
Bangladesh,2011,"Tangerines, mandarins, clementines, satsumas",5000,19947,39894
Bangladesh,2011,Tea,56670,60500,10676
Bangladesh,2011,Tobacco,48866,79234,16215
Bangladesh,2011,Tomatoes,24772,232459,93839
Bangladesh,2011,"Vegetables, fresh nes",185750,1319000,71009
Bangladesh,2011,Wheat,373708,26012,972085
Bangladesh,2011,Roots and Tubers,490570,8623928,175794
Bangladesh,2011,Vegetables Primary,492688,3762736,76372
Bangladesh,2012,Areca nuts,222570,136000,6110
Bangladesh,2012,Bananas,49278,745927,151371
Bangladesh,2012,Barley,361,320,8864
Bangladesh,2012,"Bastfibres, others",2400,1900,7917
Bangladesh,2012,"Beans, dry",67200,51000,7589
Bangladesh,2012,"Beans, green",17125,94356,55098
Bangladesh,2012,Berries nes,2240,28508,127268
Bangladesh,2012,Cabbages and other brassicas,16704,212960,127490
Bangladesh,2012,Castor oil seed,378,264,6984
Bangladesh,2012,Cauliflowers and broccoli,16285,166195,102054
Bangladesh,2012,Chick peas,7700,7000,9091
Bangladesh,2012,"Chillies and peppers, dry",97120,126000,12974
Bangladesh,2012,Coconuts,43000,372000,86512
Bangladesh,2012,Cucumbers and gherkins,7872,50090,63631
Bangladesh,2012,Fibre crops nes,1800,425,2361
Bangladesh,2012,"Fruit, fresh nes",81204,516000,63544
Bangladesh,2012,"Fruit, tropical fresh nes",99000,956665,96633
Bangladesh,2012,Garlic,44284,233609,52752
Bangladesh,2012,Ginger,8704,72084,82817
Bangladesh,2012,Grapefruit (inc. pomelos),6800,61000,89706
Bangladesh,2012,"Groundnuts, with shell",31182,51944,16658
Bangladesh,2012,Jute,760427,1452044,19095
Bangladesh,2012,Lemons and limes,17120,63330,36992
Bangladesh,2012,Lentils,86248,80125,9290
Bangladesh,2012,Lettuce and chicory,7700,34000,44156
Bangladesh,2012,Linseed,9740,6313,6482
Bangladesh,2012,Maize,197108,1297717,65838
Bangladesh,2012,"Mangoes, mangosteens, guavas",124000,945059,76214
Bangladesh,2012,"Melons, other (inc.cantaloupes)",15380,285000,185306
Bangladesh,2012,Millet,32836,10395,3166
Bangladesh,2012,Oilseeds nes,405,370,9136
Bangladesh,2012,"Onions, dry",135721,1159259,85415
Bangladesh,2012,Oranges,348,2986,85805
Bangladesh,2012,"Peas, dry",14160,12000,8475
Bangladesh,2012,Pigeon peas,502,445,8865
Bangladesh,2012,Pineapples,13895,180938,130218
Bangladesh,2012,Potatoes,430446,8205470,190627
Bangladesh,2012,Pulses nes,105355,89000,8448
Bangladesh,2012,"Rice, paddy",11423000,50497000,44206
Bangladesh,2012,Sesame seed,33331,29965,8990
Bangladesh,2012,Sorghum,168,226,13452
Bangladesh,2012,Spices nes,39252,164000,41781
Bangladesh,2012,Spinach,8094,43000,53126
Bangladesh,2012,Sugar cane,107621,4603003,427705
Bangladesh,2012,Sugar crops nes,14900,305000,204698
Bangladesh,2012,Sweet potatoes,24567,252891,102939
Bangladesh,2012,"Tangerines, mandarins, clementines, satsumas",4822,20000,41477
Bangladesh,2012,Tea,57900,62524,10799
Bangladesh,2012,Tobacco,50905,85419,16780
Bangladesh,2012,Tomatoes,25627,255430,99672
Bangladesh,2012,"Vegetables, fresh nes",180892,1313000,72585
Bangladesh,2012,Wheat,358181,27789,995356
Bangladesh,2012,Roots and Tubers,455013,8458361,185893
Bangladesh,2012,Vegetables Primary,499963,3908899,78184
Bangladesh,2013,Areca nuts,238760,181000,7581
Bangladesh,2013,Bananas,48157,774826,160896
Bangladesh,2013,Barley,290,260,8966
Bangladesh,2013,"Bastfibres, others",2400,1900,7917
Bangladesh,2013,"Beans, dry",65000,51500,7923
Bangladesh,2013,"Beans, green",16997,93000,54716
Bangladesh,2013,Berries nes,2104,27305,129777
Bangladesh,2013,Cabbages and other brassicas,16187,200000,123556
Bangladesh,2013,Castor oil seed,379,266,7018
Bangladesh,2013,Cauliflowers and broccoli,16187,166000,102551
Bangladesh,2013,Chick peas,7284,7000,9610
Bangladesh,2013,"Chillies and peppers, dry",93460,102000,10914
Bangladesh,2013,Coconuts,43000,364000,84651
Bangladesh,2013,Cucumbers and gherkins,8094,49000,60539
Bangladesh,2013,Fibre crops nes,1800,425,2361
Bangladesh,2013,"Fruit, fresh nes",81057,540000,66620
Bangladesh,2013,"Fruit, tropical fresh nes",100000,1004000,100400
Bangladesh,2013,Garlic,42493,223685,52640
Bangladesh,2013,Ginger,8941,69000,77173
Bangladesh,2013,Grapefruit (inc. pomelos),6210,60000,96618
Bangladesh,2013,"Groundnuts, with shell",28750,49791,17319
Bangladesh,2013,Jute,681000,1391000,20426
Bangladesh,2013,Lemons and limes,20234,67000,33113
Bangladesh,2013,Lentils,89840,93000,10352
Bangladesh,2013,Lettuce and chicory,7700,34000,44156
Bangladesh,2013,Linseed,9300,6000,6452
Bangladesh,2013,Maize,234714,1548000,65953
Bangladesh,2013,"Mangoes, mangosteens, guavas",119600,956867,80006
Bangladesh,2013,"Melons, other (inc.cantaloupes)",12950,249000,192278
Bangladesh,2013,Millet,32820,20065,6114
Bangladesh,2013,Oilseeds nes,326,391,11994
Bangladesh,2013,"Onions, dry",134354,1168000,86935
Bangladesh,2013,Oranges,379,3448,90976
Bangladesh,2013,"Peas, dry",13269,12622,9512
Bangladesh,2013,Pigeon peas,405,423,10444
Bangladesh,2013,Pineapples,14164,186667,131790
Bangladesh,2013,Potatoes,443934,8603000,193790
Bangladesh,2013,Pulses nes,106000,103125,9729
Bangladesh,2013,"Rice, paddy",11372000,51534000,45317
Bangladesh,2013,Sesame seed,34118,30972,9078
Bangladesh,2013,Sorghum,134,152,11343
Bangladesh,2013,Spices nes,39040,157000,40215
Bangladesh,2013,Spinach,8094,43000,53126
Bangladesh,2013,Sugar cane,109264,4434000,405806
Bangladesh,2013,Sugar crops nes,12100,293000,242149
Bangladesh,2013,Sweet potatoes,27108,263000,97019
Bangladesh,2013,"Tangerines, mandarins, clementines, satsumas",4560,20000,43860
Bangladesh,2013,Tea,58300,66259,11365
Bangladesh,2013,Tobacco,48562,79000,16268
Bangladesh,2013,Tomatoes,26300,251000,95437
Bangladesh,2013,"Vegetables, fresh nes",186557,1372000,73543
Bangladesh,2013,Wheat,416416,30138,1255000
Bangladesh,2013,Roots and Tubers,471042,8866000,188221
Bangladesh,2013,Vegetables Primary,506727,3974685,78438
Bangladesh,2014,Areca nuts,230670,188000,8150
Bangladesh,2014,Bananas,46134,770203,166949
Bangladesh,2014,Barley,248,266,10726
Bangladesh,2014,"Bastfibres, others",3662,2683,7327
Bangladesh,2014,"Beans, dry",77699,66000,8494
Bangladesh,2014,"Beans, green",18222,110000,60367
Bangladesh,2014,Berries nes,2019,28259,139965
Bangladesh,2014,Cabbages and other brassicas,16187,217000,134058
Bangladesh,2014,Castor oil seed,382,268,7016
Bangladesh,2014,Cauliflowers and broccoli,16592,183000,110294
Bangladesh,2014,Chick peas,6878,6000,8723
Bangladesh,2014,"Chillies and peppers, dry",89820,110000,12247
Bangladesh,2014,Coconuts,43000,347474,80808
Bangladesh,2014,Cucumbers and gherkins,8903,55000,61777
Bangladesh,2014,Fibre crops nes,1857,409,2202
Bangladesh,2014,"Fruit, fresh nes",78819,543000,68892
Bangladesh,2014,"Fruit, tropical fresh nes",102000,1061000,104020
Bangladesh,2014,Garlic,53000,312000,58868
Bangladesh,2014,Ginger,9498,77000,81070
Bangladesh,2014,Grapefruit (inc. pomelos),7810,62887,80521
Bangladesh,2014,"Groundnuts, with shell",29560,56439,19093
Bangladesh,2014,Jute,665699,1349000,20264
Bangladesh,2014,Lemons and limes,16200,69950,43179
Bangladesh,2014,Lentils,124617,157000,12599
Bangladesh,2014,Lettuce and chicory,7284,39000,53542
Bangladesh,2014,Linseed,8896,9000,10117
Bangladesh,2014,Maize,307152,2124000,69151
Bangladesh,2014,"Mangoes, mangosteens, guavas",124000,992296,80024
Bangladesh,2014,"Melons, other (inc.cantaloupes)",12140,293000,241351
Bangladesh,2014,Millet,12189,7140,5858
Bangladesh,2014,Oilseeds nes,1172,1724,14710
Bangladesh,2014,"Onions, dry",150915,1387000,91906
Bangladesh,2014,Oranges,489,3674,75133
Bangladesh,2014,"Peas, dry",14834,14659,9882
Bangladesh,2014,Pigeon peas,594,608,10236
Bangladesh,2014,Pineapples,13759,198946,144593
Bangladesh,2014,Potatoes,461710,8950000,193845
Bangladesh,2014,Pulses nes,111449,110197,9888
Bangladesh,2014,"Rice, paddy",11415642,51806593,45382
Bangladesh,2014,Sesame seed,34248,30447,8890
Bangladesh,2014,Sorghum,111,124,11171
Bangladesh,2014,Spices nes,40484,155000,38287
Bangladesh,2014,Spinach,8094,44000,54361
Bangladesh,2014,Sugar cane,107219,4508000,420448
Bangladesh,2014,Sugar crops nes,14650,313000,213652
Bangladesh,2014,Sweet potatoes,25890,259472,100221
Bangladesh,2014,"Tangerines, mandarins, clementines, satsumas",3961,18000,45443
Bangladesh,2014,Tea,59925,63780,10643
Bangladesh,2014,Tobacco,50180,85000,16939
Bangladesh,2014,Tomatoes,27114,260000,95891
Bangladesh,2014,"Vegetables, fresh nes",184940,1362000,73646
Bangladesh,2014,Wheat,429770,30319,1303000
Bangladesh,2014,Roots and Tubers,487600,9209472,188874
Bangladesh,2014,Vegetables Primary,534551,4393000,82181
Bangladesh,2015,Areca nuts,238760,218000,9131
Bangladesh,2015,Bananas,46714,777427,166423
Bangladesh,2015,Barley,348,307,8822
Bangladesh,2015,"Bastfibres, others",4321,2735,6330
Bangladesh,2015,"Beans, dry",77840,66137,8497
Bangladesh,2015,"Beans, green",19907,122091,61331
Bangladesh,2015,Berries nes,2160,28956,134056
Bangladesh,2015,Cabbages and other brassicas,19718,258608,131153
Bangladesh,2015,Castor oil seed,376,264,7021
Bangladesh,2015,Cauliflowers and broccoli,19544,268480,137372
Bangladesh,2015,Chick peas,7072,6672,9434
Bangladesh,2015,"Chillies and peppers, dry",92167,123207,13368
Bangladesh,2015,Coconuts,43000,383833,89263
Bangladesh,2015,Cucumbers and gherkins,14094,99927,70900
Bangladesh,2015,Fibre crops nes,2032,398,1959
Bangladesh,2015,"Fruit, fresh nes",77725,550000,70762
Bangladesh,2015,"Fruit, tropical fresh nes",101654,1031000,101422
Bangladesh,2015,Garlic,57049,345725,60601
Bangladesh,2015,Ginger,10216,83004,81249
Bangladesh,2015,Grapefruit (inc. pomelos),9000,63223,70248
Bangladesh,2015,"Groundnuts, with shell",31753,56713,17861
Bangladesh,2015,Jute,677575,1399000,20647
Bangladesh,2015,Lemons and limes,24200,68721,28397
Bangladesh,2015,Lentils,145492,167261,11496
Bangladesh,2015,Lettuce and chicory,7062,39429,55833
Bangladesh,2015,Linseed,7009,4865,6941
Bangladesh,2015,Maize,325308,2271998,69841
Bangladesh,2015,"Mangoes, mangosteens, guavas",116297,1220616,104957
Bangladesh,2015,"Melons, other (inc.cantaloupes)",11740,274000,233390
Bangladesh,2015,Millet,12581,12510,9944
Bangladesh,2015,Oilseeds nes,1333,2148,16114
Bangladesh,2015,"Onions, dry",169609,1704402,100490
Bangladesh,2015,Oranges,440,3954,89864
Bangladesh,2015,"Peas, dry",14747,16939,11486
Bangladesh,2015,Pigeon peas,575,603,10487
Bangladesh,2015,Pineapples,13632,197518,144893
Bangladesh,2015,Potatoes,471013,9254285,196476
Bangladesh,2015,Pulses nes,112348,120714,10745
Bangladesh,2015,"Rice, paddy",11381221,51805464,45518
Bangladesh,2015,Sesame seed,38205,35764,9361
Bangladesh,2015,Sorghum,95,100,10526
Bangladesh,2015,Spices nes,42087,151000,35878
Bangladesh,2015,Spinach,8237,46394,56324
Bangladesh,2015,Sugar cane,104263,4434070,425277
Bangladesh,2015,Sugar crops nes,13840,300938,217441
Bangladesh,2015,Sweet potatoes,25260,254633,100805
Bangladesh,2015,"Tangerines, mandarins, clementines, satsumas",4512,21000,46543
Bangladesh,2015,Tea,60424,66101,10940
Bangladesh,2015,Tobacco,51547,94221,18279
Bangladesh,2015,Tomatoes,30594,413610,135193
Bangladesh,2015,"Vegetables, fresh nes",192630,1481000,76883
Bangladesh,2015,Wheat,436814,30860,1348000
Bangladesh,2015,Roots and Tubers,496273,9508918,191607
Bangladesh,2015,Vegetables Primary,566771,5058058,89243
Bangladesh,2016,Areca nuts,238760,214000,8963
Bangladesh,2016,Bananas,47432,798012,168243
Bangladesh,2016,Barley,356,317,8904
Bangladesh,2016,"Bastfibres, others",4888,2678,5479
Bangladesh,2016,"Beans, dry",83020,72105,8685
Bangladesh,2016,"Beans, green",20211,128676,63666
Bangladesh,2016,Berries nes,1870,27727,148273
Bangladesh,2016,Cabbages and other brassicas,17944,295744,164815
Bangladesh,2016,Castor oil seed,370,258,6973
Bangladesh,2016,Cauliflowers and broccoli,19331,268484,138888
Bangladesh,2016,Chick peas,6083,6382,10492
Bangladesh,2016,"Chillies and peppers, dry",101972,130260,12774
Bangladesh,2016,Coconuts,43000,374269,87039
Bangladesh,2016,Cucumbers and gherkins,14569,109475,75142
Bangladesh,2016,Fibre crops nes,1998,400,2002
Bangladesh,2016,"Fruit, fresh nes",80869,594000,73452
Bangladesh,2016,"Fruit, tropical fresh nes",106902,1050000,98221
Bangladesh,2016,Garlic,60776,381851,62829
Bangladesh,2016,Ginger,9473,77290,81590
Bangladesh,2016,Grapefruit (inc. pomelos),8100,66470,82062
Bangladesh,2016,"Groundnuts, with shell",35712,62264,17435
Bangladesh,2016,Jute,677678,1344000,19832
Bangladesh,2016,Lemons and limes,20234,65248,32247
Bangladesh,2016,Lentils,154515,158228,10240
Bangladesh,2016,Lettuce and chicory,7233,40097,55436
Bangladesh,2016,Linseed,6561,4475,6821
Bangladesh,2016,Maize,334974,2445576,73008
Bangladesh,2016,"Mangoes, mangosteens, guavas",41390,1375993,332446
Bangladesh,2016,"Melons, other (inc.cantaloupes)",11051,249605,225866
Bangladesh,2016,Millet,12565,15250,12137
Bangladesh,2016,Oilseeds nes,1623,2229,13734
Bangladesh,2016,"Onions, dry",177492,1735334,97770
Bangladesh,2016,Oranges,434,3218,74147
Bangladesh,2016,"Peas, dry",16294,18562,11392
Bangladesh,2016,Pigeon peas,538,566,10520
Bangladesh,2016,Pineapples,13561,200701,147999
Bangladesh,2016,Potatoes,475488,9474099,199250
Bangladesh,2016,Pulses nes,113478,122408,10787
Bangladesh,2016,"Rice, paddy",11000809,50452866,45863
Bangladesh,2016,Sesame seed,40320,36921,9157
Bangladesh,2016,Sorghum,93,102,10968
Bangladesh,2016,Spices nes,46083,162000,35154
Bangladesh,2016,Spinach,8722,50555,57963
Bangladesh,2016,Sugar cane,98357,4207592,427788
Bangladesh,2016,Sugar crops nes,11780,272094,230980
Bangladesh,2016,Sweet potatoes,24886,259372,104224
Bangladesh,2016,"Tangerines, mandarins, clementines, satsumas",4449,21000,47202
Bangladesh,2016,Tea,60059,64500,10739
Bangladesh,2016,Tobacco,46472,87628,18856
Bangladesh,2016,Tomatoes,27342,368121,134636
Bangladesh,2016,"Vegetables, fresh nes",190650,1535000,80514
Bangladesh,2016,Wheat,444805,30310,1348186
Bangladesh,2016,Roots and Tubers,500374,9733471,194524
Bangladesh,2016,Vegetables Primary,572895,5204172,90840
Bangladesh,2017,Areca nuts,291210,246863,8477
Bangladesh,2017,Bananas,48644,807104,165921
Bangladesh,2017,Barley,329,287,8723
Bangladesh,2017,"Bastfibres, others",5655,2672,4725
Bangladesh,2017,"Beans, dry",83020,73970,8910
Bangladesh,2017,"Beans, green",20880,137495,65850
Bangladesh,2017,Berries nes,1990,27065,136005
Bangladesh,2017,Cabbages and other brassicas,18486,311650,168587
Bangladesh,2017,Castor oil seed,368,257,6984
Bangladesh,2017,Cauliflowers and broccoli,19718,277500,140734
Bangladesh,2017,Chick peas,5917,6237,10541
Bangladesh,2017,"Chillies and peppers, dry",103380,136872,13240
Bangladesh,2017,Coconuts,43000,408635,95031
Bangladesh,2017,Cucumbers and gherkins,15138,121254,80099
Bangladesh,2017,Fibre crops nes,2018,394,1952
Bangladesh,2017,"Fruit, fresh nes",84353,636000,75397
Bangladesh,2017,"Fruit, tropical fresh nes",109112,1076000,98614
Bangladesh,2017,Garlic,66259,425401,64203
Bangladesh,2017,Ginger,9307,77478,83247
Bangladesh,2017,Grapefruit (inc. pomelos),7770,65560,84376
Bangladesh,2017,"Groundnuts, with shell",36903,66060,17901
Bangladesh,2017,Jute,737770,1496216,20280
Bangladesh,2017,Lemons and limes,25780,69132,26816
Bangladesh,2017,Lentils,154746,168837,10911
Bangladesh,2017,Lettuce and chicory,7533,44412,58957
Bangladesh,2017,Linseed,5365,4165,7763
Bangladesh,2017,Maize,389878,3025392,77598
Bangladesh,2017,"Mangoes, mangosteens, guavas",46323,1517691,327632
Bangladesh,2017,"Melons, other (inc.cantaloupes)",11736,254000,216428
Bangladesh,2017,Millet,9376,10380,11071
Bangladesh,2017,Oilseeds nes,1386,1913,13802
Bangladesh,2017,"Onions, dry",185735,1866502,100493
Bangladesh,2017,Oranges,427,3372,78970
