Area,Year,Item,Area Harvested,Production,Yield
Bangladesh,1979,"Tangerines, mandarins, clementines, satsumas",782,2422,30972
Bangladesh,1979,Tea,43183,36610,8478
Bangladesh,1979,Tobacco,49798,43744,8784
Bangladesh,1979,Tomatoes,8549,64722,75707
Bangladesh,1979,"Vegetables, fresh nes",66922,434717,64959
Bangladesh,1979,Wheat,264753,18660,494031
Bangladesh,1979,Roots and Tubers,169577,1704271,100501
Bangladesh,1979,Vegetables Primary,165450,960466,58052
Bangladesh,1980,Areca nuts,36227,23767,6561
Bangladesh,1980,Bananas,40226,652101,162109
Bangladesh,1980,Barley,19557,12694,6491
Bangladesh,1980,"Bastfibres, others",10221,9845,9632
Bangladesh,1980,"Beans, dry",170000,109000,6412
Bangladesh,1980,"Beans, green",6904,32304,46790
Bangladesh,1980,Berries nes,613,2165,35318
Bangladesh,1980,Cabbages and other brassicas,6297,49333,78344
Bangladesh,1980,Castor oil seed,490,366,7469
Bangladesh,1980,Cauliflowers and broccoli,6129,43401,70813
Bangladesh,1980,Chick peas,128000,85000,6641
Bangladesh,1980,"Chillies and peppers, dry",80995,49777,6146
Bangladesh,1980,Coconuts,29166,76717,26304
Bangladesh,1980,Cucumbers and gherkins,2398,11908,49658
Bangladesh,1980,Fibre crops nes,409,257,6284
Bangladesh,1980,"Fruit, fresh nes",11048,46478,42069
Bangladesh,1980,"Fruit, tropical fresh nes",20202,204035,100997
Bangladesh,1980,Garlic,12437,37484,30139
Bangladesh,1980,Ginger,5706,37293,65358
Bangladesh,1980,Grapefruit (inc. pomelos),1062,4104,38644
Bangladesh,1980,"Groundnuts, with shell",26000,30000,11538
Bangladesh,1980,Jute,635000,896000,14110
Bangladesh,1980,Lemons and limes,1578,3449,21857
Bangladesh,1980,Lentils,289000,169000,5848
Bangladesh,1980,Lettuce and chicory,8706,44063,50612
Bangladesh,1980,Linseed,70000,33000,4714
Bangladesh,1980,Maize,1927,1377,7146
Bangladesh,1980,"Mangoes, mangosteens, guavas",43280,206945,47815
Bangladesh,1980,"Melons, other (inc.cantaloupes)",8239,115585,140290
Bangladesh,1980,Millet,53044,39542,7455
Bangladesh,1980,Oilseeds nes,743,335,4509
Bangladesh,1980,"Onions, dry",32051,141652,44196
Bangladesh,1980,Oranges,2442,8566,35078
Bangladesh,1980,"Peas, dry",62000,42000,6774
Bangladesh,1980,Pigeon peas,9300,7300,7849
Bangladesh,1980,Pineapples,14433,153365,106260
Bangladesh,1980,Potatoes,96482,917120,95056
Bangladesh,1980,Pulses nes,250000,160000,6400
Bangladesh,1980,"Rice, paddy",10308931,20821008,20197
Bangladesh,1980,Sesame seed,90000,48000,5333
Bangladesh,1980,Sorghum,1300,1000,7692
Bangladesh,1980,Spices nes,22777,33286,14614
Bangladesh,1980,Spinach,2432,11359,46706
Bangladesh,1980,Sugar cane,151194,6676010,441553
Bangladesh,1980,Sugar crops nes,13276,474160,357156
Bangladesh,1980,Sweet potatoes,72355,791270,109359
Bangladesh,1980,"Tangerines, mandarins, clementines, satsumas",781,2431,31127
Bangladesh,1980,Tea,44091,39708,9006
Bangladesh,1980,Tobacco,45091,39524,8765
Bangladesh,1980,Tomatoes,8763,66007,75325
Bangladesh,1980,"Vegetables, fresh nes",69406,433152,62408
Bangladesh,1980,Wheat,433221,18990,822706
Bangladesh,1980,Roots and Tubers,168837,1708390,101186
Bangladesh,1980,Vegetables Primary,169193,966205,57107
Bangladesh,1981,Areca nuts,36432,25051,6876
Bangladesh,1981,Bananas,42385,683855,161344
Bangladesh,1981,Barley,18351,11640,6343
Bangladesh,1981,"Bastfibres, others",9758,9730,9971
Bangladesh,1981,"Beans, dry",155000,98000,6323
Bangladesh,1981,"Beans, green",7017,31807,45328
Bangladesh,1981,Berries nes,567,1905,33598
Bangladesh,1981,Cabbages and other brassicas,6696,52247,78027
Bangladesh,1981,Castor oil seed,437,284,6499
Bangladesh,1981,Cauliflowers and broccoli,6558,46586,71037
Bangladesh,1981,Chick peas,128000,81000,6328
Bangladesh,1981,"Chillies and peppers, dry",73605,40414,5491
Bangladesh,1981,Coconuts,29935,77275,25814
Bangladesh,1981,Cucumbers and gherkins,2432,11999,49338
Bangladesh,1981,Fibre crops nes,856,521,6086
Bangladesh,1981,"Fruit, fresh nes",11389,52027,45682
Bangladesh,1981,"Fruit, tropical fresh nes",20836,207500,99587
Bangladesh,1981,Garlic,12950,41715,32212
Bangladesh,1981,Ginger,5486,34419,62740
Bangladesh,1981,Grapefruit (inc. pomelos),1107,4257,38455
Bangladesh,1981,"Groundnuts, with shell",26000,26000,10000
Bangladesh,1981,Jute,570000,842000,14772
Bangladesh,1981,Lemons and limes,1627,3712,22815
Bangladesh,1981,Lentils,285000,169000,5930
Bangladesh,1981,Lettuce and chicory,8670,43675,50375
Bangladesh,1981,Linseed,75000,35000,4667
Bangladesh,1981,Maize,1841,1344,7300
Bangladesh,1981,"Mangoes, mangosteens, guavas",43682,202898,46449
Bangladesh,1981,"Melons, other (inc.cantaloupes)",7934,100693,126913
Bangladesh,1981,Millet,70064,39020,5569
Bangladesh,1981,Oilseeds nes,722,325,4501
Bangladesh,1981,"Onions, dry",30099,95088,31592
Bangladesh,1981,Oranges,2441,8564,35084
Bangladesh,1981,"Peas, dry",58000,38000,6552
Bangladesh,1981,Pigeon peas,9300,7000,7527
Bangladesh,1981,Pineapples,14645,155822,106399
Bangladesh,1981,Potatoes,102128,998909,97810
Bangladesh,1981,Pulses nes,250000,160000,6400
Bangladesh,1981,"Rice, paddy",10460925,20445872,19545
Bangladesh,1981,Sesame seed,100000,55000,5500
Bangladesh,1981,Sorghum,1300,1000,7692
Bangladesh,1981,Spices nes,22364,32654,14601
Bangladesh,1981,Spinach,2607,12393,47537
Bangladesh,1981,Sugar cane,148774,6598838,443548
Bangladesh,1981,Sugar crops nes,13108,460964,351666
Bangladesh,1981,Sweet potatoes,67907,704377,103727
Bangladesh,1981,"Tangerines, mandarins, clementines, satsumas",780,2433,31192
Bangladesh,1981,Tea,45165,38772,8585
Bangladesh,1981,Tobacco,51388,47378,9220
Bangladesh,1981,Tomatoes,8753,64971,74227
Bangladesh,1981,"Vegetables, fresh nes",69194,445101,64327
Bangladesh,1981,Wheat,591216,18479,1092513
Bangladesh,1981,Roots and Tubers,170035,1703286,100173
Bangladesh,1981,Vegetables Primary,168946,943900,55870
Bangladesh,1982,Areca nuts,35368,24091,6812
Bangladesh,1982,Bananas,42772,698786,163375
Bangladesh,1982,Barley,15128,10406,6879
Bangladesh,1982,"Bastfibres, others",9505,9116,9591
Bangladesh,1982,"Beans, dry",148000,98000,6622
Bangladesh,1982,"Beans, green",8406,32457,38612
Bangladesh,1982,Berries nes,616,2066,33539
Bangladesh,1982,Cabbages and other brassicas,6960,55334,79503
Bangladesh,1982,Castor oil seed,480,260,5417
Bangladesh,1982,Cauliflowers and broccoli,6905,51910,75177
Bangladesh,1982,Chick peas,116000,78000,6724
Bangladesh,1982,"Chillies and peppers, dry",75643,44249,5850
Bangladesh,1982,Coconuts,29952,77341,25822
Bangladesh,1982,Cucumbers and gherkins,2555,12205,47769
Bangladesh,1982,Fibre crops nes,961,624,6493
Bangladesh,1982,"Fruit, fresh nes",13339,54038,40511
Bangladesh,1982,"Fruit, tropical fresh nes",21253,208640,98170
Bangladesh,1982,Garlic,12942,41738,32250
Bangladesh,1982,Ginger,6532,41150,62998
Bangladesh,1982,Grapefruit (inc. pomelos),1207,4481,37125
Bangladesh,1982,"Groundnuts, with shell",24000,26000,10833
Bangladesh,1982,Jute,575000,885000,15391
Bangladesh,1982,Lemons and limes,1710,4122,24105
Bangladesh,1982,Lentils,248000,161000,6492
Bangladesh,1982,Lettuce and chicory,8844,45458,51400
Bangladesh,1982,Linseed,75000,35000,4667
Bangladesh,1982,Maize,1588,1173,7387
Bangladesh,1982,"Mangoes, mangosteens, guavas",45423,183807,40466
Bangladesh,1982,"Melons, other (inc.cantaloupes)",7821,102500,131057
Bangladesh,1982,Millet,43763,35040,8007
Bangladesh,1982,Oilseeds nes,542,255,4705
Bangladesh,1982,"Onions, dry",33528,131607,39253
Bangladesh,1982,Oranges,2495,8684,34806
Bangladesh,1982,"Peas, dry",48000,31000,6458
Bangladesh,1982,Pigeon peas,9600,7000,7292
Bangladesh,1982,Pineapples,14759,156257,105872
Bangladesh,1982,Potatoes,107665,1095151,101718
Bangladesh,1982,Pulses nes,250000,160000,6400
Bangladesh,1982,"Rice, paddy",10585735,21324640,20145
Bangladesh,1982,Sesame seed,100000,58000,5800
Bangladesh,1982,Sorghum,1300,1000,7692
Bangladesh,1982,Spices nes,22060,32649,14800
Bangladesh,1982,Spinach,2785,12965,46553
Bangladesh,1982,Sugar cane,161008,7135963,443205
Bangladesh,1982,Sugar crops nes,13350,459868,344470
Bangladesh,1982,Sweet potatoes,66225,691527,104421
Bangladesh,1982,"Tangerines, mandarins, clementines, satsumas",782,1973,25230
Bangladesh,1982,Tea,44543,40937,9190
Bangladesh,1982,Tobacco,55004,51046,9280
Bangladesh,1982,Tomatoes,8775,65290,74405
Bangladesh,1982,"Vegetables, fresh nes",72503,461001,63584
Bangladesh,1982,Wheat,534068,18114,967389
Bangladesh,1982,Roots and Tubers,173890,1786678,102748
Bangladesh,1982,Vegetables Primary,178733,1014888,56782
Bangladesh,1983,Areca nuts,35613,23000,6458
Bangladesh,1983,Bananas,41940,674708,160875
Bangladesh,1983,Barley,12633,8844,7001
Bangladesh,1983,"Bastfibres, others",8732,8599,9848
Bangladesh,1983,"Beans, dry",144300,93900,6507
Bangladesh,1983,"Beans, green",7870,34550,43901
Bangladesh,1983,Berries nes,643,2719,42286
Bangladesh,1983,Cabbages and other brassicas,7315,58095,79419
Bangladesh,1983,Castor oil seed,461,280,6074
Bangladesh,1983,Cauliflowers and broccoli,7270,52197,71798
Bangladesh,1983,Chick peas,118000,87000,7373
Bangladesh,1983,"Chillies and peppers, dry",75526,46397,6143
Bangladesh,1983,Coconuts,30274,79256,26180
Bangladesh,1983,Cucumbers and gherkins,2620,12315,47004
Bangladesh,1983,Fibre crops nes,968,602,6219
Bangladesh,1983,"Fruit, fresh nes",12408,54943,44280
Bangladesh,1983,"Fruit, tropical fresh nes",21510,210970,98080
Bangladesh,1983,Garlic,12968,42427,32717
Bangladesh,1983,Ginger,6418,38573,60101
Bangladesh,1983,Grapefruit (inc. pomelos),1422,5680,39944
Bangladesh,1983,"Groundnuts, with shell",24000,26000,10833
Bangladesh,1983,Jute,581000,946000,16282
Bangladesh,1983,Lemons and limes,1880,4875,25931
Bangladesh,1983,Lentils,240000,147000,6125
Bangladesh,1983,Lettuce and chicory,9036,46240,51173
Bangladesh,1983,Linseed,73000,40000,5479
Bangladesh,1983,Maize,1230,963,7829
Bangladesh,1983,"Mangoes, mangosteens, guavas",45854,196125,42772
Bangladesh,1983,"Melons, other (inc.cantaloupes)",8645,116158,134364
Bangladesh,1983,Millet,150545,123000,8170
Bangladesh,1983,Oilseeds nes,619,320,5170
Bangladesh,1983,"Onions, dry",33872,140438,41461
Bangladesh,1983,Oranges,2566,9350,36438
Bangladesh,1983,"Peas, dry",46000,29000,6304
Bangladesh,1983,Pigeon peas,7200,5700,7917
Bangladesh,1983,Pineapples,13765,136613,99247
Bangladesh,1983,Potatoes,110085,1131098,102748
Bangladesh,1983,Pulses nes,250000,170000,6800
Bangladesh,1983,"Rice, paddy",9738460,21761008,22345
Bangladesh,1983,Sesame seed,102298,56643,5537
Bangladesh,1983,Sorghum,1300,1000,7692
Bangladesh,1983,Spices nes,21127,30859,14606
Bangladesh,1983,Spinach,2825,13280,47009
Bangladesh,1983,Sugar cane,165769,7358380,443894
Bangladesh,1983,Sugar crops nes,13443,418220,311106
Bangladesh,1983,Sweet potatoes,66070,713555,108000
Bangladesh,1983,"Tangerines, mandarins, clementines, satsumas",804,2260,28109
Bangladesh,1983,Tea,44575,42202,9468
Bangladesh,1983,Tobacco,52369,50447,9633
Bangladesh,1983,Tomatoes,9250,69545,75184
Bangladesh,1983,"Vegetables, fresh nes",76246,481202,63112
Bangladesh,1983,Wheat,519385,21090,1095370
Bangladesh,1983,Roots and Tubers,176155,1844653,104718
Bangladesh,1983,Vegetables Primary,184474,1059473,57432
Bangladesh,1984,Areca nuts,35182,24200,6879
Bangladesh,1984,Bananas,40476,689767,170414
Bangladesh,1984,Barley,9605,6461,6727
Bangladesh,1984,"Bastfibres, others",9063,8457,9331
Bangladesh,1984,"Beans, dry",135100,89400,6617
Bangladesh,1984,"Beans, green",8037,35385,44028
Bangladesh,1984,Berries nes,775,3235,41742
Bangladesh,1984,Cabbages and other brassicas,7430,60855,81904
Bangladesh,1984,Castor oil seed,475,280,5895
Bangladesh,1984,Cauliflowers and broccoli,7284,56899,78115
Bangladesh,1984,Chick peas,113300,86800,7661
Bangladesh,1984,"Chillies and peppers, dry",75527,46018,6093
Bangladesh,1984,Coconuts,30859,83051,26913
Bangladesh,1984,Cucumbers and gherkins,2630,12000,45627
Bangladesh,1984,Fibre crops nes,1483,950,6406
Bangladesh,1984,"Fruit, fresh nes",12935,52207,40361
Bangladesh,1984,"Fruit, tropical fresh nes",22310,221360,99220
Bangladesh,1984,Garlic,13071,42803,32747
Bangladesh,1984,Ginger,6311,38813,61501
Bangladesh,1984,Grapefruit (inc. pomelos),1476,6874,46572
Bangladesh,1984,"Groundnuts, with shell",32191,33335,10355
Bangladesh,1984,Jute,676000,928000,13728
Bangladesh,1984,Lemons and limes,1967,5294,26914
Bangladesh,1984,Lentils,240400,161200,6705
Bangladesh,1984,Lettuce and chicory,9055,47231,52160
Bangladesh,1984,Linseed,77618,40813,5258
Bangladesh,1984,Maize,1131,925,8179
Bangladesh,1984,"Mangoes, mangosteens, guavas",44846,158622,35370
Bangladesh,1984,"Melons, other (inc.cantaloupes)",9000,122518,136131
Bangladesh,1984,Millet,133143,103000,7736
Bangladesh,1984,Oilseeds nes,595,325,5462
Bangladesh,1984,"Onions, dry",33374,135878,40714
Bangladesh,1984,Oranges,2614,9459,36186
Bangladesh,1984,"Peas, dry",45100,27800,6164
Bangladesh,1984,Pigeon peas,7200,5700,7917
Bangladesh,1984,Pineapples,13306,131653,98943
Bangladesh,1984,Potatoes,110194,1147686,104151
Bangladesh,1984,Pulses nes,250700,176400,7036
Bangladesh,1984,"Rice, paddy",10223443,21933456,21454
Bangladesh,1984,Sesame seed,85566,46251,5405
Bangladesh,1984,Sorghum,1700,1300,7647
Bangladesh,1984,Spices nes,21027,30898,14694
Bangladesh,1984,Spinach,2813,13324,47366
Bangladesh,1984,Sugar cane,166627,7169220,430256
Bangladesh,1984,Sugar crops nes,13452,425424,316253
Bangladesh,1984,Sweet potatoes,65266,713033,109250
Bangladesh,1984,"Tangerines, mandarins, clementines, satsumas",814,2465,30283
Bangladesh,1984,Tea,44553,37900,8507
Bangladesh,1984,Tobacco,51673,47834,9257
Bangladesh,1984,Tomatoes,9530,72335,75902
Bangladesh,1984,"Vegetables, fresh nes",77991,494920,63459
Bangladesh,1984,Wheat,526097,23021,1211132
Bangladesh,1984,Roots and Tubers,175460,1860719,106048
Bangladesh,1984,Vegetables Primary,186728,1082830,57990
Bangladesh,1985,Areca nuts,34559,22700,6568
Bangladesh,1985,Bananas,40580,691405,170381
Bangladesh,1985,Barley,24725,15491,6265
Bangladesh,1985,"Bastfibres, others",10360,9732,9394
Bangladesh,1985,"Beans, dry",128600,77500,6026
Bangladesh,1985,"Beans, green",8314,36090,43409
Bangladesh,1985,Berries nes,969,3984,41115
Bangladesh,1985,Cabbages and other brassicas,7555,63805,84454
Bangladesh,1985,Castor oil seed,475,280,5895
Bangladesh,1985,Cauliflowers and broccoli,7480,60345,80675
Bangladesh,1985,Chick peas,108900,81200,7456
Bangladesh,1985,"Chillies and peppers, dry",72061,44753,6210
Bangladesh,1985,Coconuts,30750,83015,26997
Bangladesh,1985,Cucumbers and gherkins,2634,11439,43428
Bangladesh,1985,Fibre crops nes,1500,950,6333
Bangladesh,1985,"Fruit, fresh nes",13743,56156,40862
Bangladesh,1985,"Fruit, tropical fresh nes",23210,229060,98690
Bangladesh,1985,Garlic,12705,39888,31396
Bangladesh,1985,Ginger,6236,39620,63534
Bangladesh,1985,Grapefruit (inc. pomelos),1766,7265,41138
Bangladesh,1985,"Groundnuts, with shell",28104,32228,11467
Bangladesh,1985,Jute,924000,1378000,14913
Bangladesh,1985,Lemons and limes,2197,6311,28726
Bangladesh,1985,Lentils,233400,164200,7035
Bangladesh,1985,Lettuce and chicory,9225,47595,51593
Bangladesh,1985,Linseed,67680,36906,5453
Bangladesh,1985,Maize,3772,3270,8669
Bangladesh,1985,"Mangoes, mangosteens, guavas",45261,162652,35936
Bangladesh,1985,"Melons, other (inc.cantaloupes)",9708,123705,127426
Bangladesh,1985,Millet,128691,95000,7382
Bangladesh,1985,Oilseeds nes,525,295,5619
Bangladesh,1985,"Onions, dry",34058,140695,41310
Bangladesh,1985,Oranges,2653,9209,34712
Bangladesh,1985,"Peas, dry",46100,29900,6486
Bangladesh,1985,Pigeon peas,7100,5400,7606
Bangladesh,1985,Pineapples,13010,127790,98224
Bangladesh,1985,Potatoes,111280,1159385,104186
Bangladesh,1985,Pulses nes,253400,187500,7399
Bangladesh,1985,"Rice, paddy",10398170,22556288,21693
Bangladesh,1985,Sesame seed,92001,53716,5839
Bangladesh,1985,Sorghum,1697,1286,7578
Bangladesh,1985,Spices nes,21610,34175,15814
Bangladesh,1985,Spinach,2875,13775,47913
Bangladesh,1985,Sugar cane,163635,6878040,420328
Bangladesh,1985,Sugar crops nes,13450,389536,289618
Bangladesh,1985,Sweet potatoes,61485,682600,111019
Bangladesh,1985,"Tangerines, mandarins, clementines, satsumas",801,2130,26592
Bangladesh,1985,Tea,44610,43285,9703
Bangladesh,1985,Tobacco,51855,49334,9514
Bangladesh,1985,Tomatoes,9548,71665,75058
Bangladesh,1985,"Vegetables, fresh nes",77023,478940,62181
Bangladesh,1985,Wheat,676125,21647,1463630
Bangladesh,1985,Roots and Tubers,172765,1841985,106618
Bangladesh,1985,Vegetables Primary,187109,1073727,57385
Bangladesh,1986,Areca nuts,33945,23055,6792
Bangladesh,1986,Bananas,40975,759110,185262
Bangladesh,1986,Barley,21996,14073,6398
Bangladesh,1986,"Bastfibres, others",9331,9676,10370
Bangladesh,1986,"Beans, dry",122800,80000,6515
Bangladesh,1986,"Beans, green",8549,37025,43309
Bangladesh,1986,Berries nes,1005,4020,40000
Bangladesh,1986,Cabbages and other brassicas,7405,63320,85510
Bangladesh,1986,Castor oil seed,500,300,6000
Bangladesh,1986,Cauliflowers and broccoli,7415,59375,80074
Bangladesh,1986,Chick peas,103634,77579,7486
Bangladesh,1986,"Chillies and peppers, dry",68865,44100,6404
Bangladesh,1986,Coconuts,31325,83330,26602
Bangladesh,1986,Cucumbers and gherkins,2830,12480,44099
Bangladesh,1986,Fibre crops nes,1511,955,6320
Bangladesh,1986,"Fruit, fresh nes",14136,55464,39236
Bangladesh,1986,"Fruit, tropical fresh nes",23635,234580,99251
Bangladesh,1986,Garlic,12390,36030,29080
Bangladesh,1986,Ginger,6330,40960,64708
Bangladesh,1986,Grapefruit (inc. pomelos),1875,7620,40640
Bangladesh,1986,"Groundnuts, with shell",29546,34522,11684
Bangladesh,1986,Jute,1057942,1571019,14850
Bangladesh,1986,Lemons and limes,2300,6565,28543
Bangladesh,1986,Lentils,222500,159600,7173
Bangladesh,1986,Lettuce and chicory,9182,46755,50920
Bangladesh,1986,Linseed,68337,37208,5445
Bangladesh,1986,Maize,3158,2920,9246
Bangladesh,1986,"Mangoes, mangosteens, guavas",46080,159015,34508
Bangladesh,1986,"Melons, other (inc.cantaloupes)",9825,123825,126031
Bangladesh,1986,Millet,127967,96136,7513
Bangladesh,1986,Oilseeds nes,525,295,5619
Bangladesh,1986,"Onions, dry",33775,136615,40449
Bangladesh,1986,Oranges,2489,8441,33913
Bangladesh,1986,"Peas, dry",43700,29600,6773
Bangladesh,1986,Pigeon peas,5906,4341,7350
Bangladesh,1986,Pineapples,13075,132990,101713
Bangladesh,1986,Potatoes,108410,1102790,101724
Bangladesh,1986,Pulses nes,239300,170900,7142
Bangladesh,1986,"Rice, paddy",10609152,23110032,21783
Bangladesh,1986,Sesame seed,84551,49059,5802
Bangladesh,1986,Sorghum,1737,1345,7743
Bangladesh,1986,Spices nes,21600,35445,16410
Bangladesh,1986,Spinach,2965,13870,46779
Bangladesh,1986,Sugar cane,160220,6640480,414460
Bangladesh,1986,Sugar crops nes,12926,361071,279337
Bangladesh,1986,Sweet potatoes,55840,611980,109595
Bangladesh,1986,"Tangerines, mandarins, clementines, satsumas",768,1732,22552
Bangladesh,1986,Tea,45700,38000,8315
Bangladesh,1986,Tobacco,53510,46475,8685
Bangladesh,1986,Tomatoes,9705,71185,73349
Bangladesh,1986,"Vegetables, fresh nes",79034,486230,61522
Bangladesh,1986,Wheat,540310,19282,1041825
Bangladesh,1986,Roots and Tubers,164250,1714770,104400
Bangladesh,1986,Vegetables Primary,189620,1076255,56759
Bangladesh,1987,Areca nuts,34233,21765,6358
Bangladesh,1987,Bananas,41055,683970,166598
Bangladesh,1987,Barley,19499,12227,6271
Bangladesh,1987,"Bastfibres, others",7370,7706,10456
Bangladesh,1987,"Beans, dry",128400,87000,6776
Bangladesh,1987,"Beans, green",8679,35950,41422
Bangladesh,1987,Berries nes,1000,4000,40000
Bangladesh,1987,Cabbages and other brassicas,7270,61415,84477
Bangladesh,1987,Castor oil seed,485,280,5773
Bangladesh,1987,Cauliflowers and broccoli,7465,57465,76979
Bangladesh,1987,Chick peas,103691,81710,7880
Bangladesh,1987,"Chillies and peppers, dry",66490,43000,6467
Bangladesh,1987,Coconuts,31560,82615,26177
Bangladesh,1987,Cucumbers and gherkins,2920,12480,42740
Bangladesh,1987,Fibre crops nes,1511,962,6367
Bangladesh,1987,"Fruit, fresh nes",14478,55310,38203
Bangladesh,1987,"Fruit, tropical fresh nes",24805,254235,102493
Bangladesh,1987,Garlic,12380,35875,28978
Bangladesh,1987,Ginger,6172,40485,65595
Bangladesh,1987,Grapefruit (inc. pomelos),1995,7830,39248
Bangladesh,1987,"Groundnuts, with shell",29832,34167,11453
Bangladesh,1987,Jute,772300,1225149,15864
Bangladesh,1987,Lemons and limes,2440,7195,29488
Bangladesh,1987,Lentils,212700,149000,7005
Bangladesh,1987,Lettuce and chicory,9136,43160,47242
Bangladesh,1987,Linseed,74146,42547,5738
Bangladesh,1987,Maize,3102,2934,9458
Bangladesh,1987,"Mangoes, mangosteens, guavas",46485,155390,33428
Bangladesh,1987,"Melons, other (inc.cantaloupes)",9465,120175,126968
Bangladesh,1987,Millet,105825,76387,7218
Bangladesh,1987,Oilseeds nes,365,195,5342
Bangladesh,1987,"Onions, dry",33095,130125,39319
Bangladesh,1987,Oranges,2380,7945,33382
Bangladesh,1987,"Peas, dry",42800,29000,6776
Bangladesh,1987,Pigeon peas,5634,4143,7354
Bangladesh,1987,Pineapples,13674,145455,106373
Bangladesh,1987,Potatoes,106360,1069295,100535
Bangladesh,1987,Pulses nes,228600,168800,7384
Bangladesh,1987,"Rice, paddy",10322186,23120624,22399
Bangladesh,1987,Sesame seed,81987,49027,5980
Bangladesh,1987,Sorghum,1503,1159,7711
Bangladesh,1987,Spices nes,22416,39170,17474
Bangladesh,1987,Spinach,3220,14660,45528
Bangladesh,1987,Sugar cane,164708,6895910,418675
Bangladesh,1987,Sugar crops nes,12887,347365,269547
Bangladesh,1987,Sweet potatoes,51560,548155,106314
Bangladesh,1987,"Tangerines, mandarins, clementines, satsumas",632,1516,23987
Bangladesh,1987,Tea,45785,37595,8211
Bangladesh,1987,Tobacco,46330,39990,8632
Bangladesh,1987,Tomatoes,9935,72345,72818
Bangladesh,1987,"Vegetables, fresh nes",81142,498485,61434
Bangladesh,1987,Wheat,584766,18657,1090990
Bangladesh,1987,Roots and Tubers,157920,1617450,102422
Bangladesh,1987,Vegetables Primary,192103,1079075,56172
Bangladesh,1988,Areca nuts,34648,22425,6472
Bangladesh,1988,Bananas,38314,608921,158929
Bangladesh,1988,Barley,17910,11449,6393
Bangladesh,1988,"Bastfibres, others",5914,5695,9630
Bangladesh,1988,"Beans, dry",128000,79000,6172
Bangladesh,1988,"Beans, green",9316,38465,41289
Bangladesh,1988,Berries nes,1000,3000,30000
Bangladesh,1988,Cabbages and other brassicas,7436,64265,86424
Bangladesh,1988,Castor oil seed,554,360,6498
Bangladesh,1988,Cauliflowers and broccoli,7416,58110,78358
Bangladesh,1988,Chick peas,103044,74568,7237
Bangladesh,1988,"Chillies and peppers, dry",67393,45270,6717
Bangladesh,1988,Coconuts,32334,86060,26616
Bangladesh,1988,Cucumbers and gherkins,3055,12990,42520
Bangladesh,1988,Fibre crops nes,1404,950,6766
Bangladesh,1988,"Fruit, fresh nes",15884,55450,34909
Bangladesh,1988,"Fruit, tropical fresh nes",24548,251326,102381
Bangladesh,1988,Garlic,12513,38815,31020
Bangladesh,1988,Ginger,6271,38000,60596
Bangladesh,1988,Grapefruit (inc. pomelos),2230,6720,30135
Bangladesh,1988,"Groundnuts, with shell",38473,48519,12611
Bangladesh,1988,Jute,512304,877080,17120
Bangladesh,1988,Lemons and limes,2653,6105,23012
Bangladesh,1988,Lentils,216308,158715,7337
Bangladesh,1988,Lettuce and chicory,9613,47800,49724
Bangladesh,1988,Linseed,75202,43216,5747
Bangladesh,1988,Maize,3369,3072,9118
Bangladesh,1988,"Mangoes, mangosteens, guavas",48427,160180,33077
Bangladesh,1988,"Melons, other (inc.cantaloupes)",9439,115820,122704
Bangladesh,1988,Millet,91425,69779,7632
Bangladesh,1988,Oilseeds nes,310,190,6129
Bangladesh,1988,"Onions, dry",33919,140545,41435
Bangladesh,1988,Oranges,2367,7955,33608
Bangladesh,1988,"Peas, dry",45300,31100,6865
Bangladesh,1988,Pigeon peas,5561,3857,6936
Bangladesh,1988,Pineapples,13155,146000,110984
Bangladesh,1988,Potatoes,123393,1275650,103381
Bangladesh,1988,Pulses nes,238738,185800,7783
Bangladesh,1988,"Rice, paddy",10224232,23316464,22805
Bangladesh,1988,Sesame seed,81487,45239,5552
Bangladesh,1988,Sorghum,1500,1150,7667
Bangladesh,1988,Spices nes,22436,39305,17519
Bangladesh,1988,Spinach,3543,16225,45795
Bangladesh,1988,Sugar cane,173280,7207345,415936
Bangladesh,1988,Sugar crops nes,12223,298495,244208
Bangladesh,1988,Sweet potatoes,51040,557545,109237
Bangladesh,1988,"Tangerines, mandarins, clementines, satsumas",431,975,22622
Bangladesh,1988,Tea,46424,40611,8748
Bangladesh,1988,Tobacco,47172,41545,8807
Bangladesh,1988,Tomatoes,10914,81005,74221
Bangladesh,1988,"Vegetables, fresh nes",83498,510985,61197
Bangladesh,1988,Wheat,597422,17542,1048015
Bangladesh,1988,Roots and Tubers,174433,1833195,105095
Bangladesh,1988,Vegetables Primary,198920,1135520,57084
Bangladesh,1989,Areca nuts,34800,23000,6609
Bangladesh,1989,Bananas,39142,637087,162763
Bangladesh,1989,Barley,18609,11477,6167
Bangladesh,1989,"Bastfibres, others",6941,7083,10205
Bangladesh,1989,"Beans, dry",129918,83035,6391
Bangladesh,1989,"Beans, green",9642,37178,38558
Bangladesh,1989,Berries nes,800,3000,37500
Bangladesh,1989,Cabbages and other brassicas,7523,60170,79981
Bangladesh,1989,Castor oil seed,475,320,6737
Bangladesh,1989,Cauliflowers and broccoli,7737,59465,76858
Bangladesh,1989,Chick peas,102759,66156,6438
Bangladesh,1989,"Chillies and peppers, dry",67796,47485,7004
Bangladesh,1989,Coconuts,32446,83674,25789
Bangladesh,1989,Cucumbers and gherkins,3450,14218,41212
Bangladesh,1989,Fibre crops nes,1824,1313,7198
