Area,Year,Item,Area Harvested,Production,Yeild
Bangladesh,Y1962,Lettuce and chicory,9000,51000,56667
Bangladesh,Y1963,Lettuce and chicory,9500,54000,56842
Bangladesh,Y1964,Lettuce and chicory,10000,57000,57000
Bangladesh,Y1965,Lettuce and chicory,10500,60000,57143
Bangladesh,Y1966,Lettuce and chicory,11000,63000,57273
Bangladesh,Y1967,Lettuce and chicory,11500,65000,56522
Bangladesh,Y1968,Lettuce and chicory,12000,68000,56667
Bangladesh,Y1969,Lettuce and chicory,12897,72084,55892
Bangladesh,Y1970,Lettuce and chicory,11483,64595,56253
Bangladesh,Y1971,Lettuce and chicory,11367,63640,55987
Bangladesh,Y1972,Lettuce and chicory,8490,41480,48857
Bangladesh,Y1973,Lettuce and chicory,7574,34251,45222
Bangladesh,Y1974,Lettuce and chicory,7638,34525,45202
Bangladesh,Y1975,Lettuce and chicory,8355,37910,45374
Bangladesh,Y1976,Lettuce and chicory,8871,41816,47138
Bangladesh,Y1977,Lettuce and chicory,8219,37365,45462
Bangladesh,Y1978,Lettuce and chicory,8594,43304,50389
Bangladesh,Y1979,Lettuce and chicory,8721,44625,51170
Bangladesh,Y1980,Lettuce and chicory,8706,44063,50612
Bangladesh,Y1981,Lettuce and chicory,8670,43675,50375
Bangladesh,Y1982,Lettuce and chicory,8844,45458,51400
Bangladesh,Y1983,Lettuce and chicory,9036,46240,51173
Bangladesh,Y1984,Lettuce and chicory,9055,47231,52160
Bangladesh,Y1985,Lettuce and chicory,9225,47595,51593
Bangladesh,Y1986,Lettuce and chicory,9182,46755,50920
Bangladesh,Y1987,Lettuce and chicory,9136,43160,47242
Bangladesh,Y1988,Lettuce and chicory,9613,47800,49724
Bangladesh,Y1989,Lettuce and chicory,9645,47787,49546
Bangladesh,Y1990,Lettuce and chicory,9992,50270,50310
Bangladesh,Y1991,Lettuce and chicory,10081,52415,51994
Bangladesh,Y1992,Lettuce and chicory,10100,53000,52475
Bangladesh,Y1993,Lettuce and chicory,10100,53000,52475
Bangladesh,Y1994,Lettuce and chicory,10100,52000,51485
Bangladesh,Y1995,Lettuce and chicory,10100,51000,50495
Bangladesh,Y1996,Lettuce and chicory,10100,50000,49505
Bangladesh,Y1997,Lettuce and chicory,10500,51000,48571
Bangladesh,Y1998,Lettuce and chicory,10500,51000,48571
Bangladesh,Y1999,Lettuce and chicory,10926,52000,47593
Bangladesh,Y2000,Lettuce and chicory,11331,53000,46774
Bangladesh,Y2001,Lettuce and chicory,8498,35000,41186
Bangladesh,Y2002,Lettuce and chicory,7284,30000,41186
Bangladesh,Y2003,Lettuce and chicory,7689,31000,40317
Bangladesh,Y2004,Lettuce and chicory,7689,32000,41618
Bangladesh,Y2005,Lettuce and chicory,7491,30670,40942
Bangladesh,Y2006,Lettuce and chicory,7835,31290,39936
Bangladesh,Y2007,Lettuce and chicory,7824,33095,42299
Bangladesh,Y2008,Lettuce and chicory,7374,33906,45980
Bangladesh,Y2009,Lettuce and chicory,7564,33159,43838
Bangladesh,Y2010,Lettuce and chicory,7814,35190,45035
Bangladesh,Y2011,Lettuce and chicory,7663,35078,45776
Bangladesh,Y2012,Lettuce and chicory,7700,34000,44156
Bangladesh,Y2013,Lettuce and chicory,7700,34000,44156
Bangladesh,Y2014,Lettuce and chicory,7284,39000,53542
Bangladesh,Y2015,Lettuce and chicory,7062,39429,55833
Bangladesh,Y2016,Lettuce and chicory,7233,40097,55436
Bangladesh,Y2017,Lettuce and chicory,7533,44412,58957
Bangladesh,Y2018,Lettuce and chicory,7563,41003,54215
Bangladesh,Y2019,Lettuce and chicory,7285,38490,52835
Bangladesh,Y1961,Linseed,19425,10160,5230
Bangladesh,Y1962,Linseed,19830,10160,5124
Bangladesh,Y1963,Linseed,23067,11176,4845
Bangladesh,Y1964,Linseed,20639,9144,4430
Bangladesh,Y1965,Linseed,21448,9144,4263
Bangladesh,Y1966,Linseed,21900,9100,4155
Bangladesh,Y1967,Linseed,17800,9100,5112
Bangladesh,Y1968,Linseed,15000,7100,4733
Bangladesh,Y1969,Linseed,14600,7100,4863
Bangladesh,Y1970,Linseed,14600,7100,4863
Bangladesh,Y1971,Linseed,14600,7500,5137
Bangladesh,Y1972,Linseed,20000,9000,4500
Bangladesh,Y1973,Linseed,30000,14000,4667
Bangladesh,Y1974,Linseed,40000,18000,4500
Bangladesh,Y1975,Linseed,50000,23000,4600
Bangladesh,Y1976,Linseed,55000,25000,4545
Bangladesh,Y1977,Linseed,60000,28000,4667
Bangladesh,Y1978,Linseed,65000,31000,4769
Bangladesh,Y1979,Linseed,70000,33000,4714
Bangladesh,Y1980,Linseed,70000,33000,4714
Bangladesh,Y1981,Linseed,75000,35000,4667
Bangladesh,Y1982,Linseed,75000,35000,4667
Bangladesh,Y1983,Linseed,73000,40000,5479
Bangladesh,Y1984,Linseed,77618,40813,5258
Bangladesh,Y1985,Linseed,67680,36906,5453
Bangladesh,Y1986,Linseed,68337,37208,5445
Bangladesh,Y1987,Linseed,74146,42547,5738
Bangladesh,Y1988,Linseed,75202,43216,5747
Bangladesh,Y1989,Linseed,76305,46791,6132
Bangladesh,Y1990,Linseed,77077,48085,6239
Bangladesh,Y1991,Linseed,77403,54540,7046
Bangladesh,Y1992,Linseed,75118,49480,6587
Bangladesh,Y1993,Linseed,74867,49115,6560
Bangladesh,Y1994,Linseed,74526,48320,6484
Bangladesh,Y1995,Linseed,73202,48655,6647
Bangladesh,Y1996,Linseed,70400,46000,6534
Bangladesh,Y1997,Linseed,69890,50195,7182
Bangladesh,Y1998,Linseed,69820,50425,7222
Bangladesh,Y1999,Linseed,64345,46000,7149
Bangladesh,Y2000,Linseed,4500,3000,6667
Bangladesh,Y2001,Linseed,4500,3000,6667
Bangladesh,Y2002,Linseed,4450,3000,6742
Bangladesh,Y2003,Linseed,4450,2000,4494
Bangladesh,Y2004,Linseed,4450,3000,6742
Bangladesh,Y2005,Linseed,4769,2970,6228
Bangladesh,Y2006,Linseed,13585,8485,6246
Bangladesh,Y2007,Linseed,14075,8180,5812
Bangladesh,Y2008,Linseed,8823,7810,8852
Bangladesh,Y2009,Linseed,11176,7050,6308
Bangladesh,Y2010,Linseed,10542,6870,6517
Bangladesh,Y2011,Linseed,10251,6705,6541
Bangladesh,Y2012,Linseed,9740,6313,6482
Bangladesh,Y2013,Linseed,9300,6000,6452
Bangladesh,Y2014,Linseed,8896,9000,10117
Bangladesh,Y2015,Linseed,7009,4865,6941
Bangladesh,Y2016,Linseed,6561,4475,6821
Bangladesh,Y2017,Linseed,5365,4165,7763
Bangladesh,Y2018,Linseed,5633,4464,7925
Bangladesh,Y2019,Linseed,5284,3641,6891
Bangladesh,Y1961,Maize,8903,7112,7988
Bangladesh,Y1962,Maize,6880,5080,7384
Bangladesh,Y1963,Maize,5261,4064,7725
Bangladesh,Y1964,Maize,4047,3048,7532
Bangladesh,Y1965,Maize,4047,3048,7532
Bangladesh,Y1966,Maize,3600,3000,8333
Bangladesh,Y1967,Maize,3200,3000,9375
Bangladesh,Y1968,Maize,3200,3000,9375
Bangladesh,Y1969,Maize,3200,3000,9375
Bangladesh,Y1970,Maize,3200,3000,9375
Bangladesh,Y1971,Maize,2800,2000,7143
Bangladesh,Y1972,Maize,2800,2000,7143
Bangladesh,Y1973,Maize,2724,2382,8744
Bangladesh,Y1974,Maize,2656,2358,8878
Bangladesh,Y1975,Maize,2481,2239,9025
Bangladesh,Y1976,Maize,2398,2152,8974
Bangladesh,Y1977,Maize,2333,1961,8405
Bangladesh,Y1978,Maize,2215,1770,7991
Bangladesh,Y1979,Maize,2004,1456,7265
Bangladesh,Y1980,Maize,1927,1377,7146
Bangladesh,Y1981,Maize,1841,1344,7300
Bangladesh,Y1982,Maize,1588,1173,7387
Bangladesh,Y1983,Maize,1230,963,7829
Bangladesh,Y1984,Maize,1131,925,8179
Bangladesh,Y1985,Maize,3772,3270,8669
Bangladesh,Y1986,Maize,3158,2920,9246
Bangladesh,Y1987,Maize,3102,2934,9458
Bangladesh,Y1988,Maize,3369,3072,9118
Bangladesh,Y1989,Maize,3567,3359,9417
Bangladesh,Y1990,Maize,3345,3350,10015
Bangladesh,Y1991,Maize,3108,3040,9781
Bangladesh,Y1992,Maize,2924,2725,9319
Bangladesh,Y1993,Maize,2914,2725,9351
Bangladesh,Y1994,Maize,3080,2785,9042
Bangladesh,Y1995,Maize,2500,2675,10700
Bangladesh,Y1996,Maize,2651,2695,10166
Bangladesh,Y1997,Maize,2428,2650,10914
Bangladesh,Y1998,Maize,4047,2970,7339
Bangladesh,Y1999,Maize,3240,4000,12346
Bangladesh,Y2000,Maize,4855,10000,20597
Bangladesh,Y2001,Maize,19970,64335,32216
Bangladesh,Y2002,Maize,29060,117255,40349
Bangladesh,Y2003,Maize,29071,117255,40334
Bangladesh,Y2004,Maize,50051,241460,48243
Bangladesh,Y2005,Maize,66830,356280,53311
Bangladesh,Y2006,Maize,98404,521525,52998
Bangladesh,Y2007,Maize,150832,902150,59812
Bangladesh,Y2008,Maize,223770,1346470,60172
Bangladesh,Y2009,Maize,128386,729629,56831
Bangladesh,Y2010,Maize,152009,887391,58378
Bangladesh,Y2011,Maize,165542,1018287,61512
Bangladesh,Y2012,Maize,197108,1297717,65838
Bangladesh,Y2013,Maize,234714,1548000,65953
Bangladesh,Y2014,Maize,307152,2124000,69151
Bangladesh,Y2015,Maize,325308,2271998,69841
Bangladesh,Y2016,Maize,334974,2445576,73008
Bangladesh,Y2017,Maize,389878,3025392,77598
Bangladesh,Y2018,Maize,400478,3288102,82104
Bangladesh,Y2019,Maize,445099,3569321,80192
Bangladesh,Y1961,"Mangoes, mangosteens, guavas",40000,508000,127000
Bangladesh,Y1962,"Mangoes, mangosteens, guavas",44000,504000,114545
Bangladesh,Y1963,"Mangoes, mangosteens, guavas",41000,531000,129512
Bangladesh,Y1964,"Mangoes, mangosteens, guavas",42000,536000,127619
Bangladesh,Y1965,"Mangoes, mangosteens, guavas",38000,480000,126316
Bangladesh,Y1966,"Mangoes, mangosteens, guavas",38000,495000,130263
Bangladesh,Y1967,"Mangoes, mangosteens, guavas",38000,510000,134211
Bangladesh,Y1968,"Mangoes, mangosteens, guavas",39000,568000,145641
Bangladesh,Y1969,"Mangoes, mangosteens, guavas",40076,451294,112610
Bangladesh,Y1970,"Mangoes, mangosteens, guavas",41659,399572,95915
Bangladesh,Y1971,"Mangoes, mangosteens, guavas",41700,421660,101118
Bangladesh,Y1972,"Mangoes, mangosteens, guavas",41044,365692,89098
Bangladesh,Y1973,"Mangoes, mangosteens, guavas",41410,341698,82516
Bangladesh,Y1974,"Mangoes, mangosteens, guavas",41600,300903,72332
Bangladesh,Y1975,"Mangoes, mangosteens, guavas",40924,283732,69331
Bangladesh,Y1976,"Mangoes, mangosteens, guavas",42820,271450,63393
Bangladesh,Y1977,"Mangoes, mangosteens, guavas",43042,268339,62344
Bangladesh,Y1978,"Mangoes, mangosteens, guavas",43292,254836,58864
Bangladesh,Y1979,"Mangoes, mangosteens, guavas",43213,214100,49545
Bangladesh,Y1980,"Mangoes, mangosteens, guavas",43280,206945,47815
Bangladesh,Y1981,"Mangoes, mangosteens, guavas",43682,202898,46449
Bangladesh,Y1982,"Mangoes, mangosteens, guavas",45423,183807,40466
Bangladesh,Y1983,"Mangoes, mangosteens, guavas",45854,196125,42772
Bangladesh,Y1984,"Mangoes, mangosteens, guavas",44846,158622,35370
Bangladesh,Y1985,"Mangoes, mangosteens, guavas",45261,162652,35936
Bangladesh,Y1986,"Mangoes, mangosteens, guavas",46080,159015,34508
Bangladesh,Y1987,"Mangoes, mangosteens, guavas",46485,155390,33428
Bangladesh,Y1988,"Mangoes, mangosteens, guavas",48427,160180,33077
Bangladesh,Y1989,"Mangoes, mangosteens, guavas",48739,159141,32652
Bangladesh,Y1990,"Mangoes, mangosteens, guavas",48722,175415,36003
Bangladesh,Y1991,"Mangoes, mangosteens, guavas",48804,178765,36629
Bangladesh,Y1992,"Mangoes, mangosteens, guavas",49060,183315,37365
Bangladesh,Y1993,"Mangoes, mangosteens, guavas",49110,183500,37365
Bangladesh,Y1994,"Mangoes, mangosteens, guavas",49482,183555,37095
Bangladesh,Y1995,"Mangoes, mangosteens, guavas",49921,189350,37930
Bangladesh,Y1996,"Mangoes, mangosteens, guavas",50109,186255,37170
Bangladesh,Y1997,"Mangoes, mangosteens, guavas",50281,186625,37116
Bangladesh,Y1998,"Mangoes, mangosteens, guavas",50393,186760,37061
Bangladesh,Y1999,"Mangoes, mangosteens, guavas",50586,187000,36967
Bangladesh,Y2000,"Mangoes, mangosteens, guavas",50586,187000,36967
Bangladesh,Y2001,"Mangoes, mangosteens, guavas",50607,188000,37149
Bangladesh,Y2002,"Mangoes, mangosteens, guavas",50600,187000,36957
Bangladesh,Y2003,"Mangoes, mangosteens, guavas",50600,243000,48024
Bangladesh,Y2004,"Mangoes, mangosteens, guavas",51000,243000,47647
Bangladesh,Y2005,"Mangoes, mangosteens, guavas",124000,622000,50161
Bangladesh,Y2006,"Mangoes, mangosteens, guavas",128000,639910,49993
Bangladesh,Y2007,"Mangoes, mangosteens, guavas",129080,781960,60579
Bangladesh,Y2008,"Mangoes, mangosteens, guavas",124000,802750,64738
Bangladesh,Y2009,"Mangoes, mangosteens, guavas",124000,828161,66787
Bangladesh,Y2010,"Mangoes, mangosteens, guavas",129000,842312,65296
Bangladesh,Y2011,"Mangoes, mangosteens, guavas",111100,889176,80034
Bangladesh,Y2012,"Mangoes, mangosteens, guavas",124000,945059,76214
Bangladesh,Y2013,"Mangoes, mangosteens, guavas",119600,956867,80006
Bangladesh,Y2014,"Mangoes, mangosteens, guavas",124000,992296,80024
Bangladesh,Y2015,"Mangoes, mangosteens, guavas",116297,1220616,104957
Bangladesh,Y2016,"Mangoes, mangosteens, guavas",41390,1375993,332446
Bangladesh,Y2017,"Mangoes, mangosteens, guavas",46323,1517691,327632
Bangladesh,Y2018,"Mangoes, mangosteens, guavas",48947,1407308,287517
Bangladesh,Y2019,"Mangoes, mangosteens, guavas",134354,1456331,108395
Bangladesh,Y1961,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1962,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1963,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1964,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1965,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1966,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1967,"Melons, other (inc.cantaloupes)",6000,100000,166667
Bangladesh,Y1968,"Melons, other (inc.cantaloupes)",6600,110000,166667
Bangladesh,Y1969,"Melons, other (inc.cantaloupes)",6574,110241,167692
Bangladesh,Y1970,"Melons, other (inc.cantaloupes)",6408,108839,169849
Bangladesh,Y1971,"Melons, other (inc.cantaloupes)",6698,106746,159370
Bangladesh,Y1972,"Melons, other (inc.cantaloupes)",6222,99700,160238
Bangladesh,Y1973,"Melons, other (inc.cantaloupes)",6139,94726,154302
Bangladesh,Y1974,"Melons, other (inc.cantaloupes)",5937,88706,149412
Bangladesh,Y1975,"Melons, other (inc.cantaloupes)",7171,104760,146088
Bangladesh,Y1976,"Melons, other (inc.cantaloupes)",7746,109942,141934
Bangladesh,Y1977,"Melons, other (inc.cantaloupes)",7764,105468,135842
Bangladesh,Y1978,"Melons, other (inc.cantaloupes)",8045,112084,139321
Bangladesh,Y1979,"Melons, other (inc.cantaloupes)",8118,111092,136847
Bangladesh,Y1980,"Melons, other (inc.cantaloupes)",8239,115585,140290
Bangladesh,Y1981,"Melons, other (inc.cantaloupes)",7934,100693,126913
Bangladesh,Y1982,"Melons, other (inc.cantaloupes)",7821,102500,131057
Bangladesh,Y1983,"Melons, other (inc.cantaloupes)",8645,116158,134364
Bangladesh,Y1984,"Melons, other (inc.cantaloupes)",9000,122518,136131
Bangladesh,Y1985,"Melons, other (inc.cantaloupes)",9708,123705,127426
Bangladesh,Y1986,"Melons, other (inc.cantaloupes)",9825,123825,126031
Bangladesh,Y1987,"Melons, other (inc.cantaloupes)",9465,120175,126968
Bangladesh,Y1988,"Melons, other (inc.cantaloupes)",9439,115820,122704
Bangladesh,Y1989,"Melons, other (inc.cantaloupes)",9739,115851,118956
Bangladesh,Y1990,"Melons, other (inc.cantaloupes)",12023,112030,93180
Bangladesh,Y1991,"Melons, other (inc.cantaloupes)",11956,112810,94354
Bangladesh,Y1992,"Melons, other (inc.cantaloupes)",12033,110245,91619
Bangladesh,Y1993,"Melons, other (inc.cantaloupes)",11904,95925,80582
Bangladesh,Y1994,"Melons, other (inc.cantaloupes)",11877,103890,87472
Bangladesh,Y1995,"Melons, other (inc.cantaloupes)",12141,101000,83189
Bangladesh,Y1996,"Melons, other (inc.cantaloupes)",11736,96000,81800
Bangladesh,Y1997,"Melons, other (inc.cantaloupes)",11736,97000,82652
Bangladesh,Y1998,"Melons, other (inc.cantaloupes)",11736,96000,81800
Bangladesh,Y1999,"Melons, other (inc.cantaloupes)",11736,97000,82652
Bangladesh,Y2000,"Melons, other (inc.cantaloupes)",9713,79000,81334
Bangladesh,Y2001,"Melons, other (inc.cantaloupes)",10530,85000,80722
Bangladesh,Y2002,"Melons, other (inc.cantaloupes)",10522,86000,81734
Bangladesh,Y2003,"Melons, other (inc.cantaloupes)",10522,85000,80783
Bangladesh,Y2004,"Melons, other (inc.cantaloupes)",10926,89000,81457
Bangladesh,Y2005,"Melons, other (inc.cantaloupes)",7612,96485,126754
Bangladesh,Y2006,"Melons, other (inc.cantaloupes)",8755,97160,110977
Bangladesh,Y2007,"Melons, other (inc.cantaloupes)",9413,105830,112430
Bangladesh,Y2008,"Melons, other (inc.cantaloupes)",12539,204593,163165
Bangladesh,Y2009,"Melons, other (inc.cantaloupes)",12646,200238,158341
Bangladesh,Y2010,"Melons, other (inc.cantaloupes)",13238,216497,163542
Bangladesh,Y2011,"Melons, other (inc.cantaloupes)",12079,204514,169314
Bangladesh,Y2012,"Melons, other (inc.cantaloupes)",15380,285000,185306
Bangladesh,Y2013,"Melons, other (inc.cantaloupes)",12950,249000,192278
Bangladesh,Y2014,"Melons, other (inc.cantaloupes)",12140,293000,241351
Bangladesh,Y2015,"Melons, other (inc.cantaloupes)",11740,274000,233390
Bangladesh,Y2016,"Melons, other (inc.cantaloupes)",11051,249605,225866
Bangladesh,Y2017,"Melons, other (inc.cantaloupes)",11736,254000,216428
Bangladesh,Y2018,"Melons, other (inc.cantaloupes)",15379,267694,174065
Bangladesh,Y2019,"Melons, other (inc.cantaloupes)",14707,228960,155681
Bangladesh,Y1961,Millet,59500,39600,6655
Bangladesh,Y1962,Millet,61500,39600,6439
Bangladesh,Y1963,Millet,51800,36600,7066
Bangladesh,Y1964,Millet,48900,36600,7485
Bangladesh,Y1965,Millet,53000,50800,9585
Bangladesh,Y1966,Millet,52200,49786,9538
Bangladesh,Y1967,Millet,52600,46738,8886
Bangladesh,Y1968,Millet,82419,65816,7986
Bangladesh,Y1969,Millet,81414,64794,7959
Bangladesh,Y1970,Millet,79803,62401,7819
Bangladesh,Y1971,Millet,66632,51214,7686
Bangladesh,Y1972,Millet,67988,50802,7472
Bangladesh,Y1973,Millet,66780,48443,7254
Bangladesh,Y1974,Millet,68682,46410,6757
Bangladesh,Y1975,Millet,64530,43939,6809
Bangladesh,Y1976,Millet,62572,41741,6671
Bangladesh,Y1977,Millet,64044,44243,6908
Bangladesh,Y1978,Millet,56253,38483,6841
Bangladesh,Y1979,Millet,59959,40040,6678
Bangladesh,Y1980,Millet,53044,39542,7455
Bangladesh,Y1981,Millet,70064,39020,5569
Bangladesh,Y1982,Millet,43763,35040,8007
Bangladesh,Y1983,Millet,150545,123000,8170
Bangladesh,Y1984,Millet,133143,103000,7736
Bangladesh,Y1985,Millet,128691,95000,7382
Bangladesh,Y1986,Millet,127967,96136,7513
Bangladesh,Y1987,Millet,105825,76387,7218
Bangladesh,Y1988,Millet,91425,69779,7632
Bangladesh,Y1989,Millet,91312,63735,6980
Bangladesh,Y1990,Millet,90302,62915,6967
Bangladesh,Y1991,Millet,90134,66110,7335
Bangladesh,Y1992,Millet,88120,65410,7423
Bangladesh,Y1993,Millet,83769,63000,7521
Bangladesh,Y1994,Millet,84985,61000,7178
Bangladesh,Y1995,Millet,79722,51000,6397
Bangladesh,Y1996,Millet,80675,59745,7406
Bangladesh,Y1997,Millet,79072,58295,7372
Bangladesh,Y1998,Millet,82152,55030,6699
Bangladesh,Y1999,Millet,73247,55000,7509
Bangladesh,Y2000,Millet,26041,19500,7488
Bangladesh,Y2001,Millet,25147,18000,7158
Bangladesh,Y2002,Millet,41176,21200,5149
Bangladesh,Y2003,Millet,37129,27200,7326
Bangladesh,Y2004,Millet,35673,26050,7302
Bangladesh,Y2005,Millet,25333,17150,6770
Bangladesh,Y2006,Millet,20477,14150,6910
Bangladesh,Y2007,Millet,26142,20150,7708
Bangladesh,Y2008,Millet,39116,13350,3413
Bangladesh,Y2009,Millet,32609,12440,3815
Bangladesh,Y2010,Millet,35871,11990,3343
Bangladesh,Y2011,Millet,22719,10288,4528
Bangladesh,Y2012,Millet,32836,10395,3166
Bangladesh,Y2013,Millet,32820,20065,6114
Bangladesh,Y2014,Millet,12189,7140,5858
Bangladesh,Y2015,Millet,12581,12510,9944
Bangladesh,Y2016,Millet,12565,15250,12137
Bangladesh,Y2017,Millet,9376,10380,11071
Bangladesh,Y2018,Millet,7856,7811,9943
Bangladesh,Y2019,Millet,9755,9200,9431
Bangladesh,Y1961,Oilseeds nes,5261,1016,1931
Bangladesh,Y1962,Oilseeds nes,4856,1016,2092
Bangladesh,Y1963,Oilseeds nes,5261,2032,3862
Bangladesh,Y1964,Oilseeds nes,4856,2032,4185
Bangladesh,Y1965,Oilseeds nes,4856,2032,4185
Bangladesh,Y1966,Oilseeds nes,4856,2032,4185
Bangladesh,Y1967,Oilseeds nes,4856,3048,6277
Bangladesh,Y1968,Oilseeds nes,3642,2032,5579
Bangladesh,Y1969,Oilseeds nes,5665,1829,3229
Bangladesh,Y1970,Oilseeds nes,2833,1321,4663
Bangladesh,Y1971,Oilseeds nes,2251,1028,4567
Bangladesh,Y1972,Oilseeds nes,1847,833,4510
Bangladesh,Y1973,Oilseeds nes,1545,702,4544
Bangladesh,Y1974,Oilseeds nes,1391,598,4299
Bangladesh,Y1975,Oilseeds nes,1325,590,4453
Bangladesh,Y1976,Oilseeds nes,1248,569,4559
Bangladesh,Y1977,Oilseeds nes,1230,586,4764
Bangladesh,Y1978,Oilseeds nes,1170,508,4342
Bangladesh,Y1979,Oilseeds nes,988,452,4575
Bangladesh,Y1980,Oilseeds nes,743,335,4509
Bangladesh,Y1981,Oilseeds nes,722,325,4501
Bangladesh,Y1982,Oilseeds nes,542,255,4705
Bangladesh,Y1983,Oilseeds nes,619,320,5170
Bangladesh,Y1984,Oilseeds nes,595,325,5462
Bangladesh,Y1985,Oilseeds nes,525,295,5619
Bangladesh,Y1986,Oilseeds nes,525,295,5619
Bangladesh,Y1987,Oilseeds nes,365,195,5342
Bangladesh,Y1988,Oilseeds nes,310,190,6129
Bangladesh,Y1989,Oilseeds nes,315,182,5778
Bangladesh,Y1990,Oilseeds nes,397,235,5919
Bangladesh,Y1991,Oilseeds nes,400,275,6875
Bangladesh,Y1992,Oilseeds nes,407,280,6880
Bangladesh,Y1993,Oilseeds nes,504,360,7143
Bangladesh,Y1994,Oilseeds nes,800,600,7500
Bangladesh,Y1995,Oilseeds nes,800,600,7500
Bangladesh,Y1996,Oilseeds nes,800,600,7500
Bangladesh,Y1997,Oilseeds nes,809,1000,12361
Bangladesh,Y1998,Oilseeds nes,809,1000,12361
Bangladesh,Y1999,Oilseeds nes,809,490,6057
Bangladesh,Y2000,Oilseeds nes,809,560,6922
Bangladesh,Y2001,Oilseeds nes,1215,1000,8230
Bangladesh,Y2002,Oilseeds nes,1215,1000,8230
Bangladesh,Y2003,Oilseeds nes,809,1000,12361
Bangladesh,Y2004,Oilseeds nes,809,1000,12361
Bangladesh,Y2005,Oilseeds nes,2004,1860,9281
Bangladesh,Y2006,Oilseeds nes,1852,1430,7721
Bangladesh,Y2007,Oilseeds nes,1396,994,7120
Bangladesh,Y2008,Oilseeds nes,950,748,7874
Bangladesh,Y2009,Oilseeds nes,420,364,8667
Bangladesh,Y2010,Oilseeds nes,394,403,10228
Bangladesh,Y2011,Oilseeds nes,405,414,10222
Bangladesh,Y2012,Oilseeds nes,405,370,9136
Bangladesh,Y2013,Oilseeds nes,326,391,11994
Bangladesh,Y2014,Oilseeds nes,1172,1724,14710
Bangladesh,Y2015,Oilseeds nes,1333,2148,16114
Bangladesh,Y2016,Oilseeds nes,1623,2229,13734
Bangladesh,Y2017,Oilseeds nes,1386,1913,13802
Bangladesh,Y2018,Oilseeds nes,1510,2531,16762
Bangladesh,Y2019,Oilseeds nes,1290,1975,15310
Bangladesh,Y1961,"Onions, dry",22300,136500,61211
Bangladesh,Y1962,"Onions, dry",23500,130600,55574
Bangladesh,Y1963,"Onions, dry",25500,140300,55020
Bangladesh,Y1964,"Onions, dry",25500,132100,51804
Bangladesh,Y1965,"Onions, dry",27500,145200,52800
Bangladesh,Y1966,"Onions, dry",28300,150400,53145
Bangladesh,Y1967,"Onions, dry",34400,198100,57587
Bangladesh,Y1968,"Onions, dry",34400,198100,57587
Bangladesh,Y1969,"Onions, dry",33200,185900,55994
Bangladesh,Y1970,"Onions, dry",32800,181900,55457
Bangladesh,Y1971,"Onions, dry",33200,178800,53855
Bangladesh,Y1972,"Onions, dry",30800,159500,51786
Bangladesh,Y1973,"Onions, dry",31160,155455,49889
Bangladesh,Y1974,"Onions, dry",30916,148916,48168
Bangladesh,Y1975,"Onions, dry",31145,145578,46742
Bangladesh,Y1976,"Onions, dry",33172,149975,45211
Bangladesh,Y1977,"Onions, dry",31912,138347,43353
Bangladesh,Y1978,"Onions, dry",33036,147732,44718
Bangladesh,Y1979,"Onions, dry",31535,135527,42977
Bangladesh,Y1980,"Onions, dry",32051,141652,44196
Bangladesh,Y1981,"Onions, dry",30099,95088,31592
Bangladesh,Y1982,"Onions, dry",33528,131607,39253
Bangladesh,Y1983,"Onions, dry",33872,140438,41461
Bangladesh,Y1984,"Onions, dry",33374,135878,40714
Bangladesh,Y1985,"Onions, dry",34058,140695,41310
Bangladesh,Y1986,"Onions, dry",33775,136615,40449
Bangladesh,Y1987,"Onions, dry",33095,130125,39319
Bangladesh,Y1988,"Onions, dry",33919,140545,41435
Bangladesh,Y1989,"Onions, dry",34036,138589,40718
Bangladesh,Y1990,"Onions, dry",35235,147845,41960
Bangladesh,Y1991,"Onions, dry",34762,143305,41225
Bangladesh,Y1992,"Onions, dry",34430,144040,41836
Bangladesh,Y1993,"Onions, dry",34191,139880,40911
Bangladesh,Y1994,"Onions, dry",34523,144170,41761
Bangladesh,Y1995,"Onions, dry",34165,144000,42148
Bangladesh,Y1996,"Onions, dry",34031,138190,40607
Bangladesh,Y1997,"Onions, dry",34406,141835,41224
Bangladesh,Y1998,"Onions, dry",34454,138430,40178
Bangladesh,Y1999,"Onions, dry",33184,131000,39477
Bangladesh,Y2000,"Onions, dry",33994,134000,39419
Bangladesh,Y2001,"Onions, dry",34000,127000,37353
Bangladesh,Y2002,"Onions, dry",36842,150000,40714
Bangladesh,Y2003,"Onions, dry",37654,153455,40754
Bangladesh,Y2004,"Onions, dry",51968,272230,52384
Bangladesh,Y2005,"Onions, dry",86429,589410,68196
Bangladesh,Y2006,"Onions, dry",115741,768655,66412
Bangladesh,Y2007,"Onions, dry",128723,894255,69471
Bangladesh,Y2008,"Onions, dry",125171,889260,71044
Bangladesh,Y2009,"Onions, dry",107748,735140,68228
