Area,Year,Item,Area Harvested,Yield,Production
Bangladesh,1979,Tea,43183,8478,36610
Bangladesh,1979,Tobacco,49798,8784,43744
Bangladesh,1979,Tomatoes,8549,75707,64722
Bangladesh,1979,"Vegetables, fresh nes",66922,64959,434717
Bangladesh,1979,Wheat,264753,494031,18660
Bangladesh,1979,Roots and Tubers,169577,100501,1704271
Bangladesh,1979,Vegetables Primary,165450,58052,960466
Bangladesh,1980,Areca nuts,36227,6561,23767
Bangladesh,1980,Bananas,40226,162109,652101
Bangladesh,1980,Barley,19557,6491,12694
Bangladesh,1980,"Bastfibres, others",10221,9632,9845
Bangladesh,1980,"Beans, dry",170000,6412,109000
Bangladesh,1980,"Beans, green",6904,46790,32304
Bangladesh,1980,Berries nes,613,35318,2165
Bangladesh,1980,Cabbages and other brassicas,6297,78344,49333
Bangladesh,1980,Castor oil seed,490,7469,366
Bangladesh,1980,Cauliflowers and broccoli,6129,70813,43401
Bangladesh,1980,Chick peas,128000,6641,85000
Bangladesh,1980,"Chillies and peppers, dry",80995,6146,49777
Bangladesh,1980,Coconuts,29166,26304,76717
Bangladesh,1980,Cucumbers and gherkins,2398,49658,11908
Bangladesh,1980,Fibre crops nes,409,6284,257
Bangladesh,1980,"Fruit, fresh nes",11048,42069,46478
Bangladesh,1980,"Fruit, tropical fresh nes",20202,100997,204035
Bangladesh,1980,Garlic,12437,30139,37484
Bangladesh,1980,Ginger,5706,65358,37293
Bangladesh,1980,Grapefruit (inc. pomelos),1062,38644,4104
Bangladesh,1980,"Groundnuts, with shell",26000,11538,30000
Bangladesh,1980,Jute,635000,14110,896000
Bangladesh,1980,Lemons and limes,1578,21857,3449
Bangladesh,1980,Lentils,289000,5848,169000
Bangladesh,1980,Lettuce and chicory,8706,50612,44063
Bangladesh,1980,Linseed,70000,4714,33000
Bangladesh,1980,Maize,1927,7146,1377
Bangladesh,1980,"Mangoes, mangosteens, guavas",43280,47815,206945
Bangladesh,1980,"Melons, other (inc.cantaloupes)",8239,140290,115585
Bangladesh,1980,Millet,53044,7455,39542
Bangladesh,1980,Oilseeds nes,743,4509,335
Bangladesh,1980,"Onions, dry",32051,44196,141652
Bangladesh,1980,Oranges,2442,35078,8566
Bangladesh,1980,"Peas, dry",62000,6774,42000
Bangladesh,1980,Pigeon peas,9300,7849,7300
Bangladesh,1980,Pineapples,14433,106260,153365
Bangladesh,1980,Potatoes,96482,95056,917120
Bangladesh,1980,Pulses nes,250000,6400,160000
Bangladesh,1980,"Rice, paddy",10308931,20197,20821008
Bangladesh,1980,Sesame seed,90000,5333,48000
Bangladesh,1980,Sorghum,1300,7692,1000
Bangladesh,1980,Spices nes,22777,14614,33286
Bangladesh,1980,Spinach,2432,46706,11359
Bangladesh,1980,Sugar cane,151194,441553,6676010
Bangladesh,1980,Sugar crops nes,13276,357156,474160
Bangladesh,1980,Sweet potatoes,72355,109359,791270
Bangladesh,1980,"Tangerines, mandarins, clementines, satsumas",781,31127,2431
Bangladesh,1980,Tea,44091,9006,39708
Bangladesh,1980,Tobacco,45091,8765,39524
Bangladesh,1980,Tomatoes,8763,75325,66007
Bangladesh,1980,"Vegetables, fresh nes",69406,62408,433152
Bangladesh,1980,Wheat,433221,822706,18990
Bangladesh,1980,Roots and Tubers,168837,101186,1708390
Bangladesh,1980,Vegetables Primary,169193,57107,966205
Bangladesh,1981,Areca nuts,36432,6876,25051
Bangladesh,1981,Bananas,42385,161344,683855
Bangladesh,1981,Barley,18351,6343,11640
Bangladesh,1981,"Bastfibres, others",9758,9971,9730
Bangladesh,1981,"Beans, dry",155000,6323,98000
Bangladesh,1981,"Beans, green",7017,45328,31807
Bangladesh,1981,Berries nes,567,33598,1905
Bangladesh,1981,Cabbages and other brassicas,6696,78027,52247
Bangladesh,1981,Castor oil seed,437,6499,284
Bangladesh,1981,Cauliflowers and broccoli,6558,71037,46586
Bangladesh,1981,Chick peas,128000,6328,81000
Bangladesh,1981,"Chillies and peppers, dry",73605,5491,40414
Bangladesh,1981,Coconuts,29935,25814,77275
Bangladesh,1981,Cucumbers and gherkins,2432,49338,11999
Bangladesh,1981,Fibre crops nes,856,6086,521
Bangladesh,1981,"Fruit, fresh nes",11389,45682,52027
Bangladesh,1981,"Fruit, tropical fresh nes",20836,99587,207500
Bangladesh,1981,Garlic,12950,32212,41715
Bangladesh,1981,Ginger,5486,62740,34419
Bangladesh,1981,Grapefruit (inc. pomelos),1107,38455,4257
Bangladesh,1981,"Groundnuts, with shell",26000,10000,26000
Bangladesh,1981,Jute,570000,14772,842000
Bangladesh,1981,Lemons and limes,1627,22815,3712
Bangladesh,1981,Lentils,285000,5930,169000
Bangladesh,1981,Lettuce and chicory,8670,50375,43675
Bangladesh,1981,Linseed,75000,4667,35000
Bangladesh,1981,Maize,1841,7300,1344
Bangladesh,1981,"Mangoes, mangosteens, guavas",43682,46449,202898
Bangladesh,1981,"Melons, other (inc.cantaloupes)",7934,126913,100693
Bangladesh,1981,Millet,70064,5569,39020
Bangladesh,1981,Oilseeds nes,722,4501,325
Bangladesh,1981,"Onions, dry",30099,31592,95088
Bangladesh,1981,Oranges,2441,35084,8564
Bangladesh,1981,"Peas, dry",58000,6552,38000
Bangladesh,1981,Pigeon peas,9300,7527,7000
Bangladesh,1981,Pineapples,14645,106399,155822
Bangladesh,1981,Potatoes,102128,97810,998909
Bangladesh,1981,Pulses nes,250000,6400,160000
Bangladesh,1981,"Rice, paddy",10460925,19545,20445872
Bangladesh,1981,Sesame seed,100000,5500,55000
Bangladesh,1981,Sorghum,1300,7692,1000
Bangladesh,1981,Spices nes,22364,14601,32654
Bangladesh,1981,Spinach,2607,47537,12393
Bangladesh,1981,Sugar cane,148774,443548,6598838
Bangladesh,1981,Sugar crops nes,13108,351666,460964
Bangladesh,1981,Sweet potatoes,67907,103727,704377
Bangladesh,1981,"Tangerines, mandarins, clementines, satsumas",780,31192,2433
Bangladesh,1981,Tea,45165,8585,38772
Bangladesh,1981,Tobacco,51388,9220,47378
Bangladesh,1981,Tomatoes,8753,74227,64971
Bangladesh,1981,"Vegetables, fresh nes",69194,64327,445101
Bangladesh,1981,Wheat,591216,1092513,18479
Bangladesh,1981,Roots and Tubers,170035,100173,1703286
Bangladesh,1981,Vegetables Primary,168946,55870,943900
Bangladesh,1982,Areca nuts,35368,6812,24091
Bangladesh,1982,Bananas,42772,163375,698786
Bangladesh,1982,Barley,15128,6879,10406
Bangladesh,1982,"Bastfibres, others",9505,9591,9116
Bangladesh,1982,"Beans, dry",148000,6622,98000
Bangladesh,1982,"Beans, green",8406,38612,32457
Bangladesh,1982,Berries nes,616,33539,2066
Bangladesh,1982,Cabbages and other brassicas,6960,79503,55334
Bangladesh,1982,Castor oil seed,480,5417,260
Bangladesh,1982,Cauliflowers and broccoli,6905,75177,51910
Bangladesh,1982,Chick peas,116000,6724,78000
Bangladesh,1982,"Chillies and peppers, dry",75643,5850,44249
Bangladesh,1982,Coconuts,29952,25822,77341
Bangladesh,1982,Cucumbers and gherkins,2555,47769,12205
Bangladesh,1982,Fibre crops nes,961,6493,624
Bangladesh,1982,"Fruit, fresh nes",13339,40511,54038
Bangladesh,1982,"Fruit, tropical fresh nes",21253,98170,208640
Bangladesh,1982,Garlic,12942,32250,41738
Bangladesh,1982,Ginger,6532,62998,41150
Bangladesh,1982,Grapefruit (inc. pomelos),1207,37125,4481
Bangladesh,1982,"Groundnuts, with shell",24000,10833,26000
Bangladesh,1982,Jute,575000,15391,885000
Bangladesh,1982,Lemons and limes,1710,24105,4122
Bangladesh,1982,Lentils,248000,6492,161000
Bangladesh,1982,Lettuce and chicory,8844,51400,45458
Bangladesh,1982,Linseed,75000,4667,35000
Bangladesh,1982,Maize,1588,7387,1173
Bangladesh,1982,"Mangoes, mangosteens, guavas",45423,40466,183807
Bangladesh,1982,"Melons, other (inc.cantaloupes)",7821,131057,102500
Bangladesh,1982,Millet,43763,8007,35040
Bangladesh,1982,Oilseeds nes,542,4705,255
Bangladesh,1982,"Onions, dry",33528,39253,131607
Bangladesh,1982,Oranges,2495,34806,8684
Bangladesh,1982,"Peas, dry",48000,6458,31000
Bangladesh,1982,Pigeon peas,9600,7292,7000
Bangladesh,1982,Pineapples,14759,105872,156257
Bangladesh,1982,Potatoes,107665,101718,1095151
Bangladesh,1982,Pulses nes,250000,6400,160000
Bangladesh,1982,"Rice, paddy",10585735,20145,21324640
Bangladesh,1982,Sesame seed,100000,5800,58000
Bangladesh,1982,Sorghum,1300,7692,1000
Bangladesh,1982,Spices nes,22060,14800,32649
Bangladesh,1982,Spinach,2785,46553,12965
Bangladesh,1982,Sugar cane,161008,443205,7135963
Bangladesh,1982,Sugar crops nes,13350,344470,459868
Bangladesh,1982,Sweet potatoes,66225,104421,691527
Bangladesh,1982,"Tangerines, mandarins, clementines, satsumas",782,25230,1973
Bangladesh,1982,Tea,44543,9190,40937
Bangladesh,1982,Tobacco,55004,9280,51046
Bangladesh,1982,Tomatoes,8775,74405,65290
Bangladesh,1982,"Vegetables, fresh nes",72503,63584,461001
Bangladesh,1982,Wheat,534068,967389,18114
Bangladesh,1982,Roots and Tubers,173890,102748,1786678
Bangladesh,1982,Vegetables Primary,178733,56782,1014888
Bangladesh,1983,Areca nuts,35613,6458,23000
Bangladesh,1983,Bananas,41940,160875,674708
Bangladesh,1983,Barley,12633,7001,8844
Bangladesh,1983,"Bastfibres, others",8732,9848,8599
Bangladesh,1983,"Beans, dry",144300,6507,93900
Bangladesh,1983,"Beans, green",7870,43901,34550
Bangladesh,1983,Berries nes,643,42286,2719
Bangladesh,1983,Cabbages and other brassicas,7315,79419,58095
Bangladesh,1983,Castor oil seed,461,6074,280
Bangladesh,1983,Cauliflowers and broccoli,7270,71798,52197
Bangladesh,1983,Chick peas,118000,7373,87000
Bangladesh,1983,"Chillies and peppers, dry",75526,6143,46397
Bangladesh,1983,Coconuts,30274,26180,79256
Bangladesh,1983,Cucumbers and gherkins,2620,47004,12315
Bangladesh,1983,Fibre crops nes,968,6219,602
Bangladesh,1983,"Fruit, fresh nes",12408,44280,54943
Bangladesh,1983,"Fruit, tropical fresh nes",21510,98080,210970
Bangladesh,1983,Garlic,12968,32717,42427
Bangladesh,1983,Ginger,6418,60101,38573
Bangladesh,1983,Grapefruit (inc. pomelos),1422,39944,5680
Bangladesh,1983,"Groundnuts, with shell",24000,10833,26000
Bangladesh,1983,Jute,581000,16282,946000
Bangladesh,1983,Lemons and limes,1880,25931,4875
Bangladesh,1983,Lentils,240000,6125,147000
Bangladesh,1983,Lettuce and chicory,9036,51173,46240
Bangladesh,1983,Linseed,73000,5479,40000
Bangladesh,1983,Maize,1230,7829,963
Bangladesh,1983,"Mangoes, mangosteens, guavas",45854,42772,196125
Bangladesh,1983,"Melons, other (inc.cantaloupes)",8645,134364,116158
Bangladesh,1983,Millet,150545,8170,123000
Bangladesh,1983,Oilseeds nes,619,5170,320
Bangladesh,1983,"Onions, dry",33872,41461,140438
Bangladesh,1983,Oranges,2566,36438,9350
Bangladesh,1983,"Peas, dry",46000,6304,29000
Bangladesh,1983,Pigeon peas,7200,7917,5700
Bangladesh,1983,Pineapples,13765,99247,136613
Bangladesh,1983,Potatoes,110085,102748,1131098
Bangladesh,1983,Pulses nes,250000,6800,170000
Bangladesh,1983,"Rice, paddy",9738460,22345,21761008
Bangladesh,1983,Sesame seed,102298,5537,56643
Bangladesh,1983,Sorghum,1300,7692,1000
Bangladesh,1983,Spices nes,21127,14606,30859
Bangladesh,1983,Spinach,2825,47009,13280
Bangladesh,1983,Sugar cane,165769,443894,7358380
Bangladesh,1983,Sugar crops nes,13443,311106,418220
Bangladesh,1983,Sweet potatoes,66070,108000,713555
Bangladesh,1983,"Tangerines, mandarins, clementines, satsumas",804,28109,2260
Bangladesh,1983,Tea,44575,9468,42202
Bangladesh,1983,Tobacco,52369,9633,50447
Bangladesh,1983,Tomatoes,9250,75184,69545
Bangladesh,1983,"Vegetables, fresh nes",76246,63112,481202
Bangladesh,1983,Wheat,519385,1095370,21090
Bangladesh,1983,Roots and Tubers,176155,104718,1844653
Bangladesh,1983,Vegetables Primary,184474,57432,1059473
Bangladesh,1984,Areca nuts,35182,6879,24200
Bangladesh,1984,Bananas,40476,170414,689767
Bangladesh,1984,Barley,9605,6727,6461
Bangladesh,1984,"Bastfibres, others",9063,9331,8457
Bangladesh,1984,"Beans, dry",135100,6617,89400
Bangladesh,1984,"Beans, green",8037,44028,35385
Bangladesh,1984,Berries nes,775,41742,3235
Bangladesh,1984,Cabbages and other brassicas,7430,81904,60855
Bangladesh,1984,Castor oil seed,475,5895,280
Bangladesh,1984,Cauliflowers and broccoli,7284,78115,56899
Bangladesh,1984,Chick peas,113300,7661,86800
Bangladesh,1984,"Chillies and peppers, dry",75527,6093,46018
Bangladesh,1984,Coconuts,30859,26913,83051
Bangladesh,1984,Cucumbers and gherkins,2630,45627,12000
Bangladesh,1984,Fibre crops nes,1483,6406,950
Bangladesh,1984,"Fruit, fresh nes",12935,40361,52207
Bangladesh,1984,"Fruit, tropical fresh nes",22310,99220,221360
Bangladesh,1984,Garlic,13071,32747,42803
Bangladesh,1984,Ginger,6311,61501,38813
Bangladesh,1984,Grapefruit (inc. pomelos),1476,46572,6874
Bangladesh,1984,"Groundnuts, with shell",32191,10355,33335
Bangladesh,1984,Jute,676000,13728,928000
Bangladesh,1984,Lemons and limes,1967,26914,5294
Bangladesh,1984,Lentils,240400,6705,161200
Bangladesh,1984,Lettuce and chicory,9055,52160,47231
Bangladesh,1984,Linseed,77618,5258,40813
Bangladesh,1984,Maize,1131,8179,925
Bangladesh,1984,"Mangoes, mangosteens, guavas",44846,35370,158622
Bangladesh,1984,"Melons, other (inc.cantaloupes)",9000,136131,122518
Bangladesh,1984,Millet,133143,7736,103000
Bangladesh,1984,Oilseeds nes,595,5462,325
Bangladesh,1984,"Onions, dry",33374,40714,135878
Bangladesh,1984,Oranges,2614,36186,9459
Bangladesh,1984,"Peas, dry",45100,6164,27800
Bangladesh,1984,Pigeon peas,7200,7917,5700
Bangladesh,1984,Pineapples,13306,98943,131653
Bangladesh,1984,Potatoes,110194,104151,1147686
Bangladesh,1984,Pulses nes,250700,7036,176400
Bangladesh,1984,"Rice, paddy",10223443,21454,21933456
Bangladesh,1984,Sesame seed,85566,5405,46251
Bangladesh,1984,Sorghum,1700,7647,1300
Bangladesh,1984,Spices nes,21027,14694,30898
Bangladesh,1984,Spinach,2813,47366,13324
Bangladesh,1984,Sugar cane,166627,430256,7169220
Bangladesh,1984,Sugar crops nes,13452,316253,425424
Bangladesh,1984,Sweet potatoes,65266,109250,713033
Bangladesh,1984,"Tangerines, mandarins, clementines, satsumas",814,30283,2465
Bangladesh,1984,Tea,44553,8507,37900
Bangladesh,1984,Tobacco,51673,9257,47834
Bangladesh,1984,Tomatoes,9530,75902,72335
Bangladesh,1984,"Vegetables, fresh nes",77991,63459,494920
Bangladesh,1984,Wheat,526097,1211132,23021
Bangladesh,1984,Roots and Tubers,175460,106048,1860719
Bangladesh,1984,Vegetables Primary,186728,57990,1082830
Bangladesh,1985,Areca nuts,34559,6568,22700
Bangladesh,1985,Bananas,40580,170381,691405
Bangladesh,1985,Barley,24725,6265,15491
Bangladesh,1985,"Bastfibres, others",10360,9394,9732
Bangladesh,1985,"Beans, dry",128600,6026,77500
Bangladesh,1985,"Beans, green",8314,43409,36090
Bangladesh,1985,Berries nes,969,41115,3984
Bangladesh,1985,Cabbages and other brassicas,7555,84454,63805
Bangladesh,1985,Castor oil seed,475,5895,280
Bangladesh,1985,Cauliflowers and broccoli,7480,80675,60345
Bangladesh,1985,Chick peas,108900,7456,81200
Bangladesh,1985,"Chillies and peppers, dry",72061,6210,44753
Bangladesh,1985,Coconuts,30750,26997,83015
Bangladesh,1985,Cucumbers and gherkins,2634,43428,11439
Bangladesh,1985,Fibre crops nes,1500,6333,950
Bangladesh,1985,"Fruit, fresh nes",13743,40862,56156
Bangladesh,1985,"Fruit, tropical fresh nes",23210,98690,229060
Bangladesh,1985,Garlic,12705,31396,39888
Bangladesh,1985,Ginger,6236,63534,39620
Bangladesh,1985,Grapefruit (inc. pomelos),1766,41138,7265
Bangladesh,1985,"Groundnuts, with shell",28104,11467,32228
Bangladesh,1985,Jute,924000,14913,1378000
Bangladesh,1985,Lemons and limes,2197,28726,6311
Bangladesh,1985,Lentils,233400,7035,164200
Bangladesh,1985,Lettuce and chicory,9225,51593,47595
Bangladesh,1985,Linseed,67680,5453,36906
Bangladesh,1985,Maize,3772,8669,3270
Bangladesh,1985,"Mangoes, mangosteens, guavas",45261,35936,162652
Bangladesh,1985,"Melons, other (inc.cantaloupes)",9708,127426,123705
Bangladesh,1985,Millet,128691,7382,95000
Bangladesh,1985,Oilseeds nes,525,5619,295
Bangladesh,1985,"Onions, dry",34058,41310,140695
Bangladesh,1985,Oranges,2653,34712,9209
Bangladesh,1985,"Peas, dry",46100,6486,29900
Bangladesh,1985,Pigeon peas,7100,7606,5400
Bangladesh,1985,Pineapples,13010,98224,127790
Bangladesh,1985,Potatoes,111280,104186,1159385
Bangladesh,1985,Pulses nes,253400,7399,187500
Bangladesh,1985,"Rice, paddy",10398170,21693,22556288
Bangladesh,1985,Sesame seed,92001,5839,53716
Bangladesh,1985,Sorghum,1697,7578,1286
Bangladesh,1985,Spices nes,21610,15814,34175
Bangladesh,1985,Spinach,2875,47913,13775
Bangladesh,1985,Sugar cane,163635,420328,6878040
Bangladesh,1985,Sugar crops nes,13450,289618,389536
Bangladesh,1985,Sweet potatoes,61485,111019,682600
Bangladesh,1985,"Tangerines, mandarins, clementines, satsumas",801,26592,2130
Bangladesh,1985,Tea,44610,9703,43285
Bangladesh,1985,Tobacco,51855,9514,49334
Bangladesh,1985,Tomatoes,9548,75058,71665
Bangladesh,1985,"Vegetables, fresh nes",77023,62181,478940
Bangladesh,1985,Wheat,676125,1463630,21647
Bangladesh,1985,Roots and Tubers,172765,106618,1841985
Bangladesh,1985,Vegetables Primary,187109,57385,1073727
Bangladesh,1986,Areca nuts,33945,6792,23055
Bangladesh,1986,Bananas,40975,185262,759110
Bangladesh,1986,Barley,21996,6398,14073
Bangladesh,1986,"Bastfibres, others",9331,10370,9676
Bangladesh,1986,"Beans, dry",122800,6515,80000
Bangladesh,1986,"Beans, green",8549,43309,37025
Bangladesh,1986,Berries nes,1005,40000,4020
Bangladesh,1986,Cabbages and other brassicas,7405,85510,63320
Bangladesh,1986,Castor oil seed,500,6000,300
Bangladesh,1986,Cauliflowers and broccoli,7415,80074,59375
Bangladesh,1986,Chick peas,103634,7486,77579
Bangladesh,1986,"Chillies and peppers, dry",68865,6404,44100
Bangladesh,1986,Coconuts,31325,26602,83330
Bangladesh,1986,Cucumbers and gherkins,2830,44099,12480
Bangladesh,1986,Fibre crops nes,1511,6320,955
Bangladesh,1986,"Fruit, fresh nes",14136,39236,55464
Bangladesh,1986,"Fruit, tropical fresh nes",23635,99251,234580
Bangladesh,1986,Garlic,12390,29080,36030
Bangladesh,1986,Ginger,6330,64708,40960
Bangladesh,1986,Grapefruit (inc. pomelos),1875,40640,7620
Bangladesh,1986,"Groundnuts, with shell",29546,11684,34522
Bangladesh,1986,Jute,1057942,14850,1571019
Bangladesh,1986,Lemons and limes,2300,28543,6565
Bangladesh,1986,Lentils,222500,7173,159600
Bangladesh,1986,Lettuce and chicory,9182,50920,46755
Bangladesh,1986,Linseed,68337,5445,37208
Bangladesh,1986,Maize,3158,9246,2920
Bangladesh,1986,"Mangoes, mangosteens, guavas",46080,34508,159015
Bangladesh,1986,"Melons, other (inc.cantaloupes)",9825,126031,123825
Bangladesh,1986,Millet,127967,7513,96136
Bangladesh,1986,Oilseeds nes,525,5619,295
Bangladesh,1986,"Onions, dry",33775,40449,136615
Bangladesh,1986,Oranges,2489,33913,8441
Bangladesh,1986,"Peas, dry",43700,6773,29600
Bangladesh,1986,Pigeon peas,5906,7350,4341
Bangladesh,1986,Pineapples,13075,101713,132990
Bangladesh,1986,Potatoes,108410,101724,1102790
Bangladesh,1986,Pulses nes,239300,7142,170900
Bangladesh,1986,"Rice, paddy",10609152,21783,23110032
Bangladesh,1986,Sesame seed,84551,5802,49059
Bangladesh,1986,Sorghum,1737,7743,1345
Bangladesh,1986,Spices nes,21600,16410,35445
Bangladesh,1986,Spinach,2965,46779,13870
Bangladesh,1986,Sugar cane,160220,414460,6640480
Bangladesh,1986,Sugar crops nes,12926,279337,361071
Bangladesh,1986,Sweet potatoes,55840,109595,611980
Bangladesh,1986,"Tangerines, mandarins, clementines, satsumas",768,22552,1732
Bangladesh,1986,Tea,45700,8315,38000
Bangladesh,1986,Tobacco,53510,8685,46475
Bangladesh,1986,Tomatoes,9705,73349,71185
Bangladesh,1986,"Vegetables, fresh nes",79034,61522,486230
Bangladesh,1986,Wheat,540310,1041825,19282
Bangladesh,1986,Roots and Tubers,164250,104400,1714770
Bangladesh,1986,Vegetables Primary,189620,56759,1076255
Bangladesh,1987,Areca nuts,34233,6358,21765
Bangladesh,1987,Bananas,41055,166598,683970
Bangladesh,1987,Barley,19499,6271,12227
Bangladesh,1987,"Bastfibres, others",7370,10456,7706
Bangladesh,1987,"Beans, dry",128400,6776,87000
Bangladesh,1987,"Beans, green",8679,41422,35950
Bangladesh,1987,Berries nes,1000,40000,4000
Bangladesh,1987,Cabbages and other brassicas,7270,84477,61415
Bangladesh,1987,Castor oil seed,485,5773,280
Bangladesh,1987,Cauliflowers and broccoli,7465,76979,57465
Bangladesh,1987,Chick peas,103691,7880,81710
Bangladesh,1987,"Chillies and peppers, dry",66490,6467,43000
Bangladesh,1987,Coconuts,31560,26177,82615
Bangladesh,1987,Cucumbers and gherkins,2920,42740,12480
Bangladesh,1987,Fibre crops nes,1511,6367,962
Bangladesh,1987,"Fruit, fresh nes",14478,38203,55310
Bangladesh,1987,"Fruit, tropical fresh nes",24805,102493,254235
Bangladesh,1987,Garlic,12380,28978,35875
Bangladesh,1987,Ginger,6172,65595,40485
Bangladesh,1987,Grapefruit (inc. pomelos),1995,39248,7830
Bangladesh,1987,"Groundnuts, with shell",29832,11453,34167
Bangladesh,1987,Jute,772300,15864,1225149
Bangladesh,1987,Lemons and limes,2440,29488,7195
Bangladesh,1987,Lentils,212700,7005,149000
Bangladesh,1987,Lettuce and chicory,9136,47242,43160
Bangladesh,1987,Linseed,74146,5738,42547
Bangladesh,1987,Maize,3102,9458,2934
Bangladesh,1987,"Mangoes, mangosteens, guavas",46485,33428,155390
Bangladesh,1987,"Melons, other (inc.cantaloupes)",9465,126968,120175
Bangladesh,1987,Millet,105825,7218,76387
Bangladesh,1987,Oilseeds nes,365,5342,195
Bangladesh,1987,"Onions, dry",33095,39319,130125
Bangladesh,1987,Oranges,2380,33382,7945
Bangladesh,1987,"Peas, dry",42800,6776,29000
Bangladesh,1987,Pigeon peas,5634,7354,4143
Bangladesh,1987,Pineapples,13674,106373,145455
Bangladesh,1987,Potatoes,106360,100535,1069295
Bangladesh,1987,Pulses nes,228600,7384,168800
Bangladesh,1987,"Rice, paddy",10322186,22399,23120624
Bangladesh,1987,Sesame seed,81987,5980,49027
Bangladesh,1987,Sorghum,1503,7711,1159
Bangladesh,1987,Spices nes,22416,17474,39170
Bangladesh,1987,Spinach,3220,45528,14660
Bangladesh,1987,Sugar cane,164708,418675,6895910
Bangladesh,1987,Sugar crops nes,12887,269547,347365
Bangladesh,1987,Sweet potatoes,51560,106314,548155
Bangladesh,1987,"Tangerines, mandarins, clementines, satsumas",632,23987,1516
Bangladesh,1987,Tea,45785,8211,37595
Bangladesh,1987,Tobacco,46330,8632,39990
Bangladesh,1987,Tomatoes,9935,72818,72345
Bangladesh,1987,"Vegetables, fresh nes",81142,61434,498485
Bangladesh,1987,Wheat,584766,1090990,18657
Bangladesh,1987,Roots and Tubers,157920,102422,1617450
Bangladesh,1987,Vegetables Primary,192103,56172,1079075
Bangladesh,1988,Areca nuts,34648,6472,22425
Bangladesh,1988,Bananas,38314,158929,608921
Bangladesh,1988,Barley,17910,6393,11449
Bangladesh,1988,"Bastfibres, others",5914,9630,5695
Bangladesh,1988,"Beans, dry",128000,6172,79000
Bangladesh,1988,"Beans, green",9316,41289,38465
Bangladesh,1988,Berries nes,1000,30000,3000
Bangladesh,1988,Cabbages and other brassicas,7436,86424,64265
Bangladesh,1988,Castor oil seed,554,6498,360
Bangladesh,1988,Cauliflowers and broccoli,7416,78358,58110
Bangladesh,1988,Chick peas,103044,7237,74568
Bangladesh,1988,"Chillies and peppers, dry",67393,6717,45270
Bangladesh,1988,Coconuts,32334,26616,86060
Bangladesh,1988,Cucumbers and gherkins,3055,42520,12990
Bangladesh,1988,Fibre crops nes,1404,6766,950
Bangladesh,1988,"Fruit, fresh nes",15884,34909,55450
Bangladesh,1988,"Fruit, tropical fresh nes",24548,102381,251326
Bangladesh,1988,Garlic,12513,31020,38815
Bangladesh,1988,Ginger,6271,60596,38000
Bangladesh,1988,Grapefruit (inc. pomelos),2230,30135,6720
Bangladesh,1988,"Groundnuts, with shell",38473,12611,48519
Bangladesh,1988,Jute,512304,17120,877080
Bangladesh,1988,Lemons and limes,2653,23012,6105
Bangladesh,1988,Lentils,216308,7337,158715
Bangladesh,1988,Lettuce and chicory,9613,49724,47800
Bangladesh,1988,Linseed,75202,5747,43216
Bangladesh,1988,Maize,3369,9118,3072
Bangladesh,1988,"Mangoes, mangosteens, guavas",48427,33077,160180
Bangladesh,1988,"Melons, other (inc.cantaloupes)",9439,122704,115820
Bangladesh,1988,Millet,91425,7632,69779
Bangladesh,1988,Oilseeds nes,310,6129,190
Bangladesh,1988,"Onions, dry",33919,41435,140545
Bangladesh,1988,Oranges,2367,33608,7955
Bangladesh,1988,"Peas, dry",45300,6865,31100
Bangladesh,1988,Pigeon peas,5561,6936,3857
Bangladesh,1988,Pineapples,13155,110984,146000
Bangladesh,1988,Potatoes,123393,103381,1275650
Bangladesh,1988,Pulses nes,238738,7783,185800
Bangladesh,1988,"Rice, paddy",10224232,22805,23316464
Bangladesh,1988,Sesame seed,81487,5552,45239
Bangladesh,1988,Sorghum,1500,7667,1150
Bangladesh,1988,Spices nes,22436,17519,39305
Bangladesh,1988,Spinach,3543,45795,16225
Bangladesh,1988,Sugar cane,173280,415936,7207345
Bangladesh,1988,Sugar crops nes,12223,244208,298495
Bangladesh,1988,Sweet potatoes,51040,109237,557545
Bangladesh,1988,"Tangerines, mandarins, clementines, satsumas",431,22622,975
Bangladesh,1988,Tea,46424,8748,40611
Bangladesh,1988,Tobacco,47172,8807,41545
Bangladesh,1988,Tomatoes,10914,74221,81005
Bangladesh,1988,"Vegetables, fresh nes",83498,61197,510985
Bangladesh,1988,Wheat,597422,1048015,17542
Bangladesh,1988,Roots and Tubers,174433,105095,1833195
Bangladesh,1988,Vegetables Primary,198920,57084,1135520
Bangladesh,1989,Areca nuts,34800,6609,23000
Bangladesh,1989,Bananas,39142,162763,637087
Bangladesh,1989,Barley,18609,6167,11477
Bangladesh,1989,"Bastfibres, others",6941,10205,7083
Bangladesh,1989,"Beans, dry",129918,6391,83035
Bangladesh,1989,"Beans, green",9642,38558,37178
Bangladesh,1989,Berries nes,800,37500,3000
Bangladesh,1989,Cabbages and other brassicas,7523,79981,60170
Bangladesh,1989,Castor oil seed,475,6737,320
Bangladesh,1989,Cauliflowers and broccoli,7737,76858,59465
Bangladesh,1989,Chick peas,102759,6438,66156
Bangladesh,1989,"Chillies and peppers, dry",67796,7004,47485
Bangladesh,1989,Coconuts,32446,25789,83674
Bangladesh,1989,Cucumbers and gherkins,3450,41212,14218
Bangladesh,1989,Fibre crops nes,1824,7198,1313
Bangladesh,1989,"Fruit, fresh nes",16290,39608,64522
Bangladesh,1989,"Fruit, tropical fresh nes",24591,103204,253790
