Area,Year,Item,Area Harvested,Yield,Production
Bangladesh,1998,Sugar cane,175152,421275,7378710
Bangladesh,1998,Sugar crops nes,14940,216198,323000
Bangladesh,1998,Sweet potatoes,41712,95325,397620
Bangladesh,1998,"Tangerines, mandarins, clementines, satsumas",2428,32949,8000
Bangladesh,1998,Tea,48598,10407,50575
Bangladesh,1998,Tobacco,32823,11167,36655
Bangladesh,1998,Tomatoes,13066,71897,93940
Bangladesh,1998,"Vegetables, fresh nes",108457,62882,682000
Bangladesh,1998,Wheat,804523,1802815,22408
Bangladesh,1998,Roots and Tubers,177989,109602,1950800
Bangladesh,1998,Vegetables Primary,245368,60139,1475610
Bangladesh,1999,Areca nuts,77000,5714,44000
Bangladesh,1999,Bananas,39254,143170,562000
Bangladesh,1999,Barley,8498,5884,5000
Bangladesh,1999,"Bastfibres, others",2000,13940,2788
Bangladesh,1999,"Beans, dry",83771,6804,57000
Bangladesh,1999,"Beans, green",10521,46574,49000
Bangladesh,1999,Berries nes,1618,43263,7000
Bangladesh,1999,Cabbages and other brassicas,11331,101491,115000
Bangladesh,1999,Castor oil seed,404,6188,250
Bangladesh,1999,Cauliflowers and broccoli,10521,76038,80000
Bangladesh,1999,Chick peas,18219,8233,15000
Bangladesh,1999,"Chillies and peppers, dry",174826,8122,142000
Bangladesh,1999,Coconuts,31161,28561,89000
Bangladesh,1999,Cucumbers and gherkins,4500,42222,19000
Bangladesh,1999,Fibre crops nes,2100,2381,500
Bangladesh,1999,"Fruit, fresh nes",25500,36863,94000
Bangladesh,1999,"Fruit, tropical fresh nes",26709,99966,267000
Bangladesh,1999,Garlic,12950,29344,38000
Bangladesh,1999,Ginger,6879,55241,38000
Bangladesh,1999,Grapefruit (inc. pomelos),4451,33700,15000
Bangladesh,1999,"Groundnuts, with shell",34008,12350,42000
Bangladesh,1999,Jute,407928,17430,711000
Bangladesh,1999,Lemons and limes,4451,29207,13000
Bangladesh,1999,Lentils,205485,8045,165315
Bangladesh,1999,Lettuce and chicory,10926,47593,52000
Bangladesh,1999,Linseed,64345,7149,46000
Bangladesh,1999,Maize,3240,12346,4000
Bangladesh,1999,"Mangoes, mangosteens, guavas",50586,36967,187000
Bangladesh,1999,"Melons, other (inc.cantaloupes)",11736,82652,97000
Bangladesh,1999,Millet,73247,7509,55000
Bangladesh,1999,Oilseeds nes,809,6057,490
Bangladesh,1999,"Onions, dry",33184,39477,131000
Bangladesh,1999,Oranges,405,24691,1000
Bangladesh,1999,"Peas, dry",23877,5570,13300
Bangladesh,1999,Pigeon peas,5260,5703,3000
Bangladesh,1999,Pineapples,13759,106112,146000
Bangladesh,1999,Potatoes,244837,112810,2762000
Bangladesh,1999,Pulses nes,211248,7876,166380
Bangladesh,1999,"Rice, paddy",10712955,32139,34430000
Bangladesh,1999,Sesame seed,37300,5898,22000
Bangladesh,1999,Sorghum,810,12346,1000
Bangladesh,1999,Spices nes,23067,19942,46000
Bangladesh,1999,Spinach,5260,47529,25000
Bangladesh,1999,Sugar cane,174000,399478,6950925
Bangladesh,1999,Sugar crops nes,15781,210380,332000
Bangladesh,1999,Sweet potatoes,41278,92786,383000
Bangladesh,1999,"Tangerines, mandarins, clementines, satsumas",2832,28249,8000
Bangladesh,1999,Tea,48562,11532,56000
Bangladesh,1999,Tobacco,31565,9187,29000
Bangladesh,1999,Tomatoes,14164,69189,98000
Bangladesh,1999,"Vegetables, fresh nes",166327,53750,894000
Bangladesh,1999,Wheat,882224,1908000,21627
Bangladesh,1999,Roots and Tubers,286115,109921,3145000
Bangladesh,1999,Vegetables Primary,304774,55385,1688000
Bangladesh,2000,Areca nuts,77000,5844,45000
Bangladesh,2000,Bananas,40469,141343,572000
Bangladesh,2000,Barley,6880,7267,5000
Bangladesh,2000,"Bastfibres, others",2028,15360,3115
Bangladesh,2000,"Beans, dry",79724,6773,54000
Bangladesh,2000,"Beans, green",10927,44843,49000
Bangladesh,2000,Berries nes,1618,43263,7000
Bangladesh,2000,Cabbages and other brassicas,11331,98844,112000
Bangladesh,2000,Castor oil seed,404,6931,280
Bangladesh,2000,Cauliflowers and broccoli,10521,76038,80000
Bangladesh,2000,Chick peas,18219,7684,14000
Bangladesh,2000,"Chillies and peppers, dry",175231,8161,143000
Bangladesh,2000,Coconuts,30769,28925,89000
Bangladesh,2000,Cucumbers and gherkins,4452,44924,20000
Bangladesh,2000,Fibre crops nes,1994,2558,510
Bangladesh,2000,"Fruit, fresh nes",25900,37838,98000
Bangladesh,2000,"Fruit, tropical fresh nes",26709,99966,267000
Bangladesh,2000,Garlic,13355,29951,40000
Bangladesh,2000,Ginger,6879,55241,38000
Bangladesh,2000,Grapefruit (inc. pomelos),4856,32949,16000
Bangladesh,2000,"Groundnuts, with shell",29150,10978,32000
Bangladesh,2000,Jute,448335,18312,821000
Bangladesh,2000,Lemons and limes,4856,30890,15000
Bangladesh,2000,Lentils,166802,7674,128000
Bangladesh,2000,Lettuce and chicory,11331,46774,53000
Bangladesh,2000,Linseed,4500,6667,3000
Bangladesh,2000,Maize,4855,20597,10000
Bangladesh,2000,"Mangoes, mangosteens, guavas",50586,36967,187000
Bangladesh,2000,"Melons, other (inc.cantaloupes)",9713,81334,79000
Bangladesh,2000,Millet,26041,7488,19500
Bangladesh,2000,Oilseeds nes,809,6922,560
Bangladesh,2000,"Onions, dry",33994,39419,134000
Bangladesh,2000,Oranges,405,24691,1000
Bangladesh,2000,"Peas, dry",23877,7539,18000
Bangladesh,2000,Pigeon peas,5260,5703,3000
Bangladesh,2000,Pineapples,14170,104446,148000
Bangladesh,2000,Potatoes,243219,120591,2933000
Bangladesh,2000,Pulses nes,201940,8220,166000
Bangladesh,2000,"Rice, paddy",10801214,34836,37627500
Bangladesh,2000,Sesame seed,36800,5978,22000
Bangladesh,2000,Sorghum,810,12346,1000
Bangladesh,2000,Spices nes,22663,20297,46000
Bangladesh,2000,Spinach,5666,45888,26000
Bangladesh,2000,Sugar cane,170374,405578,6910000
Bangladesh,2000,Sugar crops nes,15781,185033,292000
Bangladesh,2000,Sweet potatoes,40874,92479,378000
Bangladesh,2000,"Tangerines, mandarins, clementines, satsumas",2832,31780,9000
Bangladesh,2000,Tea,48600,9465,46000
Bangladesh,2000,Tobacco,31161,11232,35000
Bangladesh,2000,Tomatoes,14569,68639,100000
Bangladesh,2000,"Vegetables, fresh nes",148117,61505,911000
Bangladesh,2000,Wheat,832447,1840000,22104
Bangladesh,2000,Roots and Tubers,284093,116546,3311000
Bangladesh,2000,Vegetables Primary,290568,59298,1723000
Bangladesh,2001,Areca nuts,77800,6041,47000
Bangladesh,2001,Bananas,42914,141213,606000
Bangladesh,2001,Barley,5668,7057,4000
Bangladesh,2001,"Bastfibres, others",1995,14622,2917
Bangladesh,2001,"Beans, dry",71630,7399,53000
Bangladesh,2001,"Beans, green",10931,45741,50000
Bangladesh,2001,Berries nes,1620,37037,6000
Bangladesh,2001,Cabbages and other brassicas,11745,97914,115000
Bangladesh,2001,Castor oil seed,405,6667,270
Bangladesh,2001,Cauliflowers and broccoli,10935,72245,79000
Bangladesh,2001,Chick peas,17004,8233,14000
Bangladesh,2001,"Chillies and peppers, dry",174826,8065,141000
Bangladesh,2001,Coconuts,30756,28937,89000
Bangladesh,2001,Cucumbers and gherkins,4860,43210,21000
Bangladesh,2001,Fibre crops nes,2000,2515,503
Bangladesh,2001,"Fruit, fresh nes",25900,38571,99900
Bangladesh,2001,"Fruit, tropical fresh nes",26710,100337,268000
Bangladesh,2001,Garlic,13365,29181,39000
Bangladesh,2001,Ginger,7290,57613,42000
Bangladesh,2001,Grapefruit (inc. pomelos),5263,32301,17000
Bangladesh,2001,"Groundnuts, with shell",25900,10425,27000
Bangladesh,2001,Jute,456680,18804,858740
Bangladesh,2001,Lemons and limes,4856,30890,15000
Bangladesh,2001,Lentils,164372,7666,126000
Bangladesh,2001,Lettuce and chicory,8498,41186,35000
Bangladesh,2001,Linseed,4500,6667,3000
Bangladesh,2001,Maize,19970,32216,64335
Bangladesh,2001,"Mangoes, mangosteens, guavas",50607,37149,188000
Bangladesh,2001,"Melons, other (inc.cantaloupes)",10530,80722,85000
Bangladesh,2001,Millet,25147,7158,18000
Bangladesh,2001,Oilseeds nes,1215,8230,1000
Bangladesh,2001,"Onions, dry",34000,37353,127000
Bangladesh,2001,Oranges,405,24691,1000
Bangladesh,2001,"Peas, dry",22258,7638,17000
Bangladesh,2001,Pigeon peas,4047,4942,2000
Bangladesh,2001,Pineapples,14170,107269,152000
Bangladesh,2001,Potatoes,248988,129163,3216000
Bangladesh,2001,Pulses nes,191418,8254,158000
Bangladesh,2001,"Rice, paddy",10661000,34020,36269000
Bangladesh,2001,Sesame seed,36800,5978,22000
Bangladesh,2001,Sorghum,810,12346,1000
Bangladesh,2001,Spices nes,23085,20793,48000
Bangladesh,2001,Spinach,5666,47653,27000
Bangladesh,2001,Sugar cane,168826,399346,6742000
Bangladesh,2001,Sugar crops nes,16185,185357,300000
Bangladesh,2001,Sweet potatoes,39271,90907,357000
Bangladesh,2001,"Tangerines, mandarins, clementines, satsumas",3641,30211,11000
Bangladesh,2001,Tea,48600,10700,52000
Bangladesh,2001,Tobacco,29959,12350,37000
Bangladesh,2001,Tomatoes,14985,66733,100000
Bangladesh,2001,"Vegetables, fresh nes",148521,61338,911000
Bangladesh,2001,Wheat,773000,1673000,21643
Bangladesh,2001,Roots and Tubers,288259,123951,3573000
Bangladesh,2001,Vegetables Primary,291025,58758,1710000
Bangladesh,2002,Areca nuts,77296,6598,51000
Bangladesh,2002,Bananas,44921,145589,654000
Bangladesh,2002,Barley,4048,7411,3000
Bangladesh,2002,"Bastfibres, others",2186,14780,3231
Bangladesh,2002,"Beans, dry",69607,7040,49000
Bangladesh,2002,"Beans, green",11331,45009,51000
Bangladesh,2002,Berries nes,1620,30864,5000
Bangladesh,2002,Cabbages and other brassicas,11741,101354,119000
Bangladesh,2002,Castor oil seed,405,6667,270
Bangladesh,2002,Cauliflowers and broccoli,10931,75016,82000
Bangladesh,2002,Chick peas,15378,7153,11000
Bangladesh,2002,"Chillies and peppers, dry",169970,8001,136000
Bangladesh,2002,Coconuts,30756,28287,87000
Bangladesh,2002,Cucumbers and gherkins,4860,45267,22000
Bangladesh,2002,Fibre crops nes,2003,2476,496
Bangladesh,2002,"Fruit, fresh nes",26305,38396,101000
Bangladesh,2002,"Fruit, tropical fresh nes",27114,101424,275000
Bangladesh,2002,Garlic,14026,28019,39300
Bangladesh,2002,Ginger,7689,55924,43000
Bangladesh,2002,Grapefruit (inc. pomelos),5263,32301,17000
Bangladesh,2002,"Groundnuts, with shell",26710,12729,34000
Bangladesh,2002,Jute,436661,18321,800000
Bangladesh,2002,Lemons and limes,5261,28512,15000
Bangladesh,2002,Lentils,157085,7321,115000
Bangladesh,2002,Lettuce and chicory,7284,41186,30000
Bangladesh,2002,Linseed,4450,6742,3000
Bangladesh,2002,Maize,29060,40349,117255
Bangladesh,2002,"Mangoes, mangosteens, guavas",50600,36957,187000
Bangladesh,2002,"Melons, other (inc.cantaloupes)",10522,81734,86000
Bangladesh,2002,Millet,41176,5149,21200
Bangladesh,2002,Oilseeds nes,1215,8230,1000
Bangladesh,2002,"Onions, dry",36842,40714,150000
Bangladesh,2002,Oranges,405,24691,1000
Bangladesh,2002,"Peas, dry",21449,7460,16000
Bangladesh,2002,Pigeon peas,4047,4942,2000
Bangladesh,2002,Pineapples,14164,108020,153000
Bangladesh,2002,Potatoes,237600,126010,2994000
Bangladesh,2002,Pulses nes,206932,7297,151000
Bangladesh,2002,"Rice, paddy",10771000,34902,37593000
Bangladesh,2002,Sesame seed,39000,6410,25000
Bangladesh,2002,Sorghum,809,12361,1000
Bangladesh,2002,Spices nes,24686,19444,48000
Bangladesh,2002,Spinach,5666,47653,27000
Bangladesh,2002,Sugar cane,162753,399501,6502000
Bangladesh,2002,Sugar crops nes,16200,171605,278000
Bangladesh,2002,Sweet potatoes,38056,90919,346000
Bangladesh,2002,"Tangerines, mandarins, clementines, satsumas",3641,30211,11000
Bangladesh,2002,Tea,50990,11375,58000
Bangladesh,2002,Tobacco,30352,12520,38000
Bangladesh,2002,Tomatoes,15384,66953,103000
Bangladesh,2002,"Vegetables, fresh nes",149735,61442,920000
Bangladesh,2002,Wheat,742000,1606000,21644
Bangladesh,2002,Roots and Tubers,275656,121166,3340000
Bangladesh,2002,Vegetables Primary,296128,58870,1743300
Bangladesh,2003,Areca nuts,77296,7116,55000
Bangladesh,2003,Bananas,45350,143270,649730
Bangladesh,2003,Barley,2383,7113,1695
Bangladesh,2003,"Bastfibres, others",2279,14800,3373
Bangladesh,2003,"Beans, dry",68600,6997,48000
Bangladesh,2003,"Beans, green",11331,44127,50000
Bangladesh,2003,Berries nes,1620,30864,5000
Bangladesh,2003,Cabbages and other brassicas,11945,98690,117885
Bangladesh,2003,Castor oil seed,405,7160,290
Bangladesh,2003,Cauliflowers and broccoli,11243,74998,84320
Bangladesh,2003,Chick peas,14974,7346,11000
Bangladesh,2003,"Chillies and peppers, dry",169937,8081,137325
Bangladesh,2003,Coconuts,31053,28308,87905
Bangladesh,2003,Cucumbers and gherkins,5638,40795,23000
Bangladesh,2003,Fibre crops nes,2003,2441,489
Bangladesh,2003,"Fruit, fresh nes",32375,39537,128000
Bangladesh,2003,"Fruit, tropical fresh nes",27100,101845,276000
Bangladesh,2003,Garlic,14409,23624,34040
Bangladesh,2003,Ginger,7573,56550,42825
Bangladesh,2003,Grapefruit (inc. pomelos),5666,31768,18000
Bangladesh,2003,"Groundnuts, with shell",25900,13220,34240
Bangladesh,2003,Jute,407920,19465,794000
Bangladesh,2003,Lemons and limes,5927,28142,16680
Bangladesh,2003,Lentils,154187,7523,116000
Bangladesh,2003,Lettuce and chicory,7689,40317,31000
Bangladesh,2003,Linseed,4450,4494,2000
Bangladesh,2003,Maize,29071,40334,117255
Bangladesh,2003,"Mangoes, mangosteens, guavas",50600,48024,243000
Bangladesh,2003,"Melons, other (inc.cantaloupes)",10522,80783,85000
Bangladesh,2003,Millet,37129,7326,27200
Bangladesh,2003,Oilseeds nes,809,12361,1000
Bangladesh,2003,"Onions, dry",37654,40754,153455
Bangladesh,2003,Oranges,395,24684,975
Bangladesh,2003,"Peas, dry",19830,7564,15000
Bangladesh,2003,Pigeon peas,4047,4942,2000
Bangladesh,2003,Pineapples,14243,108285,154230
Bangladesh,2003,Potatoes,245318,138021,3385910
Bangladesh,2003,Pulses nes,190204,8044,153000
Bangladesh,2003,"Rice, paddy",10725040,35768,38361420
Bangladesh,2003,Sesame seed,39000,6538,25500
Bangladesh,2003,Sorghum,809,12361,1000
Bangladesh,2003,Spices nes,24686,19444,48000
Bangladesh,2003,Spinach,5666,49418,28000
Bangladesh,2003,Sugar cane,166172,411525,6838395
Bangladesh,2003,Sugar crops nes,16592,179605,298000
Bangladesh,2003,Sweet potatoes,36773,90292,332030
Bangladesh,2003,"Tangerines, mandarins, clementines, satsumas",3642,32949,12000
Bangladesh,2003,Tea,50977,11280,57500
Bangladesh,2003,Tobacco,30756,12030,37000
Bangladesh,2003,Tomatoes,15584,65416,101945
Bangladesh,2003,"Vegetables, fresh nes",150545,60248,907000
Bangladesh,2003,Wheat,706475,1506710,21327
Bangladesh,2003,Roots and Tubers,282091,131799,3717940
Bangladesh,2003,Vegetables Primary,300842,57959,1743645
Bangladesh,2004,Areca nuts,77700,7079,55000
Bangladesh,2004,Bananas,49281,143379,706585
Bangladesh,2004,Barley,1881,7310,1375
Bangladesh,2004,"Bastfibres, others",2408,14560,3506
Bangladesh,2004,"Beans, dry",47348,7392,35000
Bangladesh,2004,"Beans, green",12545,47031,59000
Bangladesh,2004,Berries nes,1214,32949,4000
Bangladesh,2004,Cabbages and other brassicas,12735,100982,128600
Bangladesh,2004,Castor oil seed,405,7407,300
Bangladesh,2004,Cauliflowers and broccoli,12510,81123,101485
Bangladesh,2004,Chick peas,13759,7268,10000
Bangladesh,2004,"Chillies and peppers, dry",162154,8556,138740
Bangladesh,2004,Coconuts,39081,34006,132900
Bangladesh,2004,Cucumbers and gherkins,5561,44956,25000
Bangladesh,2004,Fibre crops nes,2003,2406,482
Bangladesh,2004,"Fruit, fresh nes",94000,37553,353000
Bangladesh,2004,"Fruit, tropical fresh nes",27500,101455,279000
Bangladesh,2004,Garlic,21087,34803,73390
Bangladesh,2004,Ginger,7917,60863,48185
Bangladesh,2004,Grapefruit (inc. pomelos),5670,31746,18000
Bangladesh,2004,"Groundnuts, with shell",26034,13089,34075
Bangladesh,2004,Jute,390526,18693,730000
Bangladesh,2004,Lemons and limes,6389,28502,18210
Bangladesh,2004,Lentils,154590,7905,122200
Bangladesh,2004,Lettuce and chicory,7689,41618,32000
Bangladesh,2004,Linseed,4450,6742,3000
Bangladesh,2004,Maize,50051,48243,241460
Bangladesh,2004,"Mangoes, mangosteens, guavas",51000,47647,243000
Bangladesh,2004,"Melons, other (inc.cantaloupes)",10926,81457,89000
Bangladesh,2004,Millet,35673,7302,26050
Bangladesh,2004,Oilseeds nes,809,12361,1000
Bangladesh,2004,"Onions, dry",51968,52384,272230
Bangladesh,2004,Oranges,504,19841,1000
Bangladesh,2004,"Peas, dry",21043,8079,17000
Bangladesh,2004,Pigeon peas,3237,6179,2000
Bangladesh,2004,Pineapples,16820,126501,212775
Bangladesh,2004,Potatoes,270740,144313,3907120
Bangladesh,2004,Pulses nes,159043,8425,134000
Bangladesh,2004,"Rice, paddy",10248102,35359,36235976
Bangladesh,2004,Sesame seed,38900,9563,37200
Bangladesh,2004,Sorghum,692,11633,805
Bangladesh,2004,Spices nes,26709,28829,77000
Bangladesh,2004,Spinach,6070,47776,29000
Bangladesh,2004,Sugar cane,163709,396047,6483640
Bangladesh,2004,Sugar crops nes,16997,186504,317000
Bangladesh,2004,Sweet potatoes,35826,89459,320495
Bangladesh,2004,"Tangerines, mandarins, clementines, satsumas",3642,32949,12000
Bangladesh,2004,Tea,53215,10820,57580
Bangladesh,2004,Tobacco,30352,12849,39000
Bangladesh,2004,Tomatoes,17925,66909,119935
Bangladesh,2004,"Vegetables, fresh nes",154996,60776,942000
Bangladesh,2004,Wheat,641875,1253380,19527
Bangladesh,2004,Roots and Tubers,306566,137902,4227615
Bangladesh,2004,Vegetables Primary,333438,60240,2008640
Bangladesh,2005,Areca nuts,167640,5597,93820
Bangladesh,2005,Bananas,53862,166854,898710
Bangladesh,2005,Barley,1275,9176,1170
Bangladesh,2005,"Bastfibres, others",3000,16667,5000
Bangladesh,2005,"Beans, dry",45729,7435,34000
Bangladesh,2005,"Beans, green",12950,46749,60540
Bangladesh,2005,Berries nes,1214,32949,4000
Bangladesh,2005,Cabbages and other brassicas,13581,104856,142405
Bangladesh,2005,Castor oil seed,400,7500,300
Bangladesh,2005,Cauliflowers and broccoli,13156,82844,108990
Bangladesh,2005,Chick peas,13089,7357,9630
Bangladesh,2005,"Chillies and peppers, dry",154812,11991,185635
Bangladesh,2005,Coconuts,40000,98614,394455
Bangladesh,2005,Cucumbers and gherkins,5670,42945,24350
Bangladesh,2005,Fibre crops nes,1948,2449,477
Bangladesh,2005,"Fruit, fresh nes",97000,50722,492000
Bangladesh,2005,"Fruit, tropical fresh nes",40000,100000,400000
Bangladesh,2005,Garlic,25593,35232,90170
Bangladesh,2005,Ginger,7715,64038,49405
Bangladesh,2005,Grapefruit (inc. pomelos),12000,55000,66000
Bangladesh,2005,"Groundnuts, with shell",28852,13476,38880
Bangladesh,2005,Jute,402000,20796,836000
Bangladesh,2005,Lemons and limes,11000,30909,34000
Bangladesh,2005,Lentils,153831,7870,121065
Bangladesh,2005,Lettuce and chicory,7491,40942,30670
Bangladesh,2005,Linseed,4769,6228,2970
Bangladesh,2005,Maize,66830,53311,356280
Bangladesh,2005,"Mangoes, mangosteens, guavas",124000,50161,622000
Bangladesh,2005,"Melons, other (inc.cantaloupes)",7612,126754,96485
Bangladesh,2005,Millet,25333,6770,17150
Bangladesh,2005,Oilseeds nes,2004,9281,1860
Bangladesh,2005,"Onions, dry",86429,68196,589410
Bangladesh,2005,Oranges,512,18945,970
Bangladesh,2005,"Peas, dry",18211,7688,14000
Bangladesh,2005,Pigeon peas,2110,4763,1005
Bangladesh,2005,Pineapples,18496,126982,234865
Bangladesh,2005,Potatoes,326291,148805,4855377
Bangladesh,2005,Pulses nes,148315,9175,136085
Bangladesh,2005,"Rice, paddy",10524067,37814,39795616
Bangladesh,2005,Sesame seed,30700,12769,39200
Bangladesh,2005,Sorghum,420,13214,555
Bangladesh,2005,Spices nes,27923,30799,86000
Bangladesh,2005,Spinach,6530,48591,31730
Bangladesh,2005,Sugar cane,157131,408791,6423380
Bangladesh,2005,Sugar crops nes,18211,187799,342000
Bangladesh,2005,Sweet potatoes,35110,88704,311440
Bangladesh,2005,"Tangerines, mandarins, clementines, satsumas",3642,27457,10000
Bangladesh,2005,Tea,53239,10815,57580
Bangladesh,2005,Tobacco,29947,12689,38000
Bangladesh,2005,Tomatoes,17725,69078,122440
Bangladesh,2005,"Vegetables, fresh nes",161066,64011,1031000
Bangladesh,2005,Wheat,558413,975985,17478
Bangladesh,2005,Roots and Tubers,361401,142966,5166817
Bangladesh,2005,Vegetables Primary,381764,64733,2471290
Bangladesh,2006,Areca nuts,168680,5775,97415
Bangladesh,2006,Bananas,55847,162777,909060
Bangladesh,2006,Barley,969,7843,760
Bangladesh,2006,"Bastfibres, others",2625,13345,3503
Bangladesh,2006,"Beans, dry",47669,7734,36865
Bangladesh,2006,"Beans, green",14320,51281,73435
Bangladesh,2006,Berries nes,3400,54162,18415
Bangladesh,2006,Cabbages and other brassicas,14973,117545,176000
Bangladesh,2006,Castor oil seed,470,7128,335
Bangladesh,2006,Cauliflowers and broccoli,14377,92544,133050
Bangladesh,2006,Chick peas,12727,7669,9760
Bangladesh,2006,"Chillies and peppers, dry",142466,10910,155430
Bangladesh,2006,Coconuts,39000,83542,325815
Bangladesh,2006,Cucumbers and gherkins,6410,44212,28340
Bangladesh,2006,Fibre crops nes,1938,2430,471
Bangladesh,2006,"Fruit, fresh nes",49730,68236,339340
Bangladesh,2006,"Fruit, tropical fresh nes",99700,82669,824210
Bangladesh,2006,Garlic,26709,38371,102485
Bangladesh,2006,Ginger,8093,70431,57000
Bangladesh,2006,Grapefruit (inc. pomelos),8100,66907,54195
Bangladesh,2006,"Groundnuts, with shell",29394,12921,37980
Bangladesh,2006,Jute,419000,21098,884000
Bangladesh,2006,Lemons and limes,15000,30553,45830
Bangladesh,2006,Lentils,134635,8569,115370
Bangladesh,2006,Lettuce and chicory,7835,39936,31290
Bangladesh,2006,Linseed,13585,6246,8485
Bangladesh,2006,Maize,98404,52998,521525
Bangladesh,2006,"Mangoes, mangosteens, guavas",128000,49993,639910
Bangladesh,2006,"Melons, other (inc.cantaloupes)",8755,110977,97160
Bangladesh,2006,Millet,20477,6910,14150
Bangladesh,2006,Oilseeds nes,1852,7721,1430
Bangladesh,2006,"Onions, dry",115741,66412,768655
Bangladesh,2006,Oranges,238,35294,840
Bangladesh,2006,"Peas, dry",14973,8014,12000
Bangladesh,2006,Pigeon peas,1748,5807,1015
Bangladesh,2006,Pineapples,17100,148436,253825
Bangladesh,2006,Potatoes,373200,143848,5368400
Bangladesh,2006,Pulses nes,127369,8420,107250
Bangladesh,2006,"Rice, paddy",10579000,38541,40773000
Bangladesh,2006,Sesame seed,36043,8096,29180
Bangladesh,2006,Sorghum,184,13587,250
Bangladesh,2006,Spices nes,28328,34907,98885
Bangladesh,2006,Spinach,7130,51199,36505
Bangladesh,2006,Sugar cane,152396,361619,5510930
Bangladesh,2006,Sugar crops nes,20234,191756,388000
Bangladesh,2006,Sweet potatoes,34092,90254,307695
Bangladesh,2006,"Tangerines, mandarins, clementines, satsumas",5180,36815,19070
Bangladesh,2006,Tea,52609,11025,58000
Bangladesh,2006,Tobacco,31721,13464,42710
Bangladesh,2006,Tomatoes,18769,69945,131280
Bangladesh,2006,"Vegetables, fresh nes",154183,68490,1056000
Bangladesh,2006,Wheat,479000,735000,15344
Bangladesh,2006,Roots and Tubers,407292,139362,5676095
Bangladesh,2006,Vegetables Primary,413487,67903,2807690
Bangladesh,2007,Areca nuts,165270,6126,101240
Bangladesh,2007,Bananas,58792,170860,1004520
Bangladesh,2007,Barley,929,8127,755
Bangladesh,2007,"Bastfibres, others",2629,12533,3295
Bangladesh,2007,"Beans, dry",48009,8579,41185
Bangladesh,2007,"Beans, green",15449,53712,82980
Bangladesh,2007,Berries nes,3027,77651,23505
Bangladesh,2007,Cabbages and other brassicas,15281,119550,182685
Bangladesh,2007,Castor oil seed,470,7128,335
Bangladesh,2007,Cauliflowers and broccoli,14820,96626,143200
Bangladesh,2007,Chick peas,12586,7794,9810
Bangladesh,2007,"Chillies and peppers, dry",141490,10881,153955
Bangladesh,2007,Coconuts,41000,85807,351810
Bangladesh,2007,Cucumbers and gherkins,6778,47920,32480
Bangladesh,2007,Fibre crops nes,1925,2416,465
Bangladesh,2007,"Fruit, fresh nes",83430,49049,409213
Bangladesh,2007,"Fruit, tropical fresh nes",99640,92931,925965
Bangladesh,2007,Garlic,38807,45536,176710
Bangladesh,2007,Ginger,8338,75947,63325
Bangladesh,2007,Grapefruit (inc. pomelos),6111,88676,54190
Bangladesh,2007,"Groundnuts, with shell",33666,13637,45910
Bangladesh,2007,Jute,440492,19040,838682
Bangladesh,2007,Lemons and limes,12000,31475,37770
Bangladesh,2007,Lentils,137553,8492,116810
Bangladesh,2007,Lettuce and chicory,7824,42299,33095
Bangladesh,2007,Linseed,14075,5812,8180
Bangladesh,2007,Maize,150832,59812,902150
Bangladesh,2007,"Mangoes, mangosteens, guavas",129080,60579,781960
Bangladesh,2007,"Melons, other (inc.cantaloupes)",9413,112430,105830
Bangladesh,2007,Millet,26142,7708,20150
Bangladesh,2007,Oilseeds nes,1396,7120,994
Bangladesh,2007,"Onions, dry",128723,69471,894255
Bangladesh,2007,Oranges,167,51916,867
Bangladesh,2007,"Peas, dry",12500,7872,9840
Bangladesh,2007,Pigeon peas,1503,9614,1445
Bangladesh,2007,Pineapples,16970,140460,238360
Bangladesh,2007,Potatoes,345000,149768,5167000
Bangladesh,2007,Pulses nes,99402,8323,82735
Bangladesh,2007,"Rice, paddy",10575000,40833,43181000
Bangladesh,2007,Sesame seed,33525,8065,27038
Bangladesh,2007,Sorghum,182,13462,245
Bangladesh,2007,Spices nes,30881,37798,116725
Bangladesh,2007,Spinach,7436,51378,38205
Bangladesh,2007,Sugar cane,150059,384512,5769945
Bangladesh,2007,Sugar crops nes,21444,157536,337820
Bangladesh,2007,Sweet potatoes,33609,90479,304090
Bangladesh,2007,"Tangerines, mandarins, clementines, satsumas",3764,46241,17405
Bangladesh,2007,Tea,57580,10160,58500
Bangladesh,2007,Tobacco,30699,12763,39180
Bangladesh,2007,Tomatoes,19408,70556,136935
Bangladesh,2007,"Vegetables, fresh nes",155802,70346,1096000
Bangladesh,2007,Wheat,399000,737000,18471
Bangladesh,2007,Roots and Tubers,378609,144505,5471090
Bangladesh,2007,Vegetables Primary,443599,69684,3091180
Bangladesh,2008,Areca nuts,173380,5649,97947
Bangladesh,2008,Bananas,53270,164656,877123
Bangladesh,2008,Barley,613,8760,537
Bangladesh,2008,"Bastfibres, others",2601,11749,3056
Bangladesh,2008,"Beans, dry",46482,8547,39727
Bangladesh,2008,"Beans, green",15595,53140,82872
Bangladesh,2008,Berries nes,3820,66573,25431
Bangladesh,2008,Cabbages and other brassicas,16225,130106,211097
Bangladesh,2008,Castor oil seed,335,6746,226
Bangladesh,2008,Cauliflowers and broccoli,15838,98802,156483
Bangladesh,2008,Chick peas,9349,7667,7168
Bangladesh,2008,"Chillies and peppers, dry",94406,12474,117765
